ID,Section,Title,Content,RuleMatch,ExtractedRule
47,Section: 4.2.. Handshake Protocol_Extensions,Extension Types Enumeration,"enum {
    server_name(0),                             /* RFC 6066 */
    max_fragment_length(1),                     /* RFC 6066 */
    status_request(5),                          /* RFC 6066 */
    supported_groups(10),                       /* RFC 8422, 7919 */
    signature_algorithms(13),                   /* RFC 8446 */
    use_srtp(14),                               /* RFC 5764 */
    heartbeat(15),                              /* RFC 6520 */
    application_layer_protocol_negotiation(16), /* RFC 7301 */
    signed_certificate_timestamp(18),           /* RFC 6962 */
    client_certificate_type(19),                /* RFC 7250 */
    server_certificate_type(20),                /* RFC 7250 */
    padding(21),                                /* RFC 7685 */
    pre_shared_key(41),                         /* RFC 8446 */
    early_data(42),                             /* RFC 8446 */
    supported_versions(43),                     /* RFC 8446 */
    cookie(44),                                 /* RFC 8446 */
    psk_key_exchange_modes(45),                 /* RFC 8446 */
    certificate_authorities(47),                /* RFC 8446 */
    oid_filters(48),                            /* RFC 8446 */
    post_handshake_auth(49),                    /* RFC 8446 */
    signature_algorithms_cert(50),              /* RFC 8446 */
    key_share(51),                              /* RFC 8446 */
    (65535)
",0,Skip
48,Section: 4.2.. Handshake Protocol_Extensions,Extension Request/Response Structure,"Extensions are generally structured in a request/response fashion, though some extensions are just indications with no corresponding response. The client sends its extension requests in the ClientHello message, and the server sends its extension responses in the ServerHello, EncryptedExtensions, HelloRetryRequest, and Certificate messages. The server sends extension requests in the CertificateRequest message which a client MAY respond to with a Certificate message. The server MAY also send unsolicited extensions in the NewSessionTicket, though the client does not respond directly to these.",0,Skip
49,Section: 4.2.. Handshake Protocol_Extensions,Extension Response Rules,"Implementations MUST NOT send extension responses if the remote endpoint did not send the corresponding extension requests, with the exception of the ""cookie"" extension in the HelloRetryRequest. Upon receiving such an extension, an endpoint MUST abort the handshake with an ""unsupported_extension"" alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST NOT send extension responses unless the corresponding extension requests were received from the remote endpoint, except for the ""cookie"" extension in HelloRetryRequest) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake with an ""unsupported_extension"" alert upon receiving an unexpected extension response)"
50,Section: 4.2.. Handshake Protocol_Extensions,Extension Message Compatibility,"If an implementation receives an extension which it recognizes and which is not specified for the message in which it appears, it MUST abort the handshake with an ""illegal_parameter"" alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST abort the handshake with an ""illegal_parameter"" alert if they receive an unrecognized extension in a message) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake with an ""illegal_parameter"" alert if they receive an extension not specified for the message)"
51,Section: 4.2.. Handshake Protocol_Extensions,Extension Message Table,"The table below indicates the messages where a given extension may appear, using the following notation: CH (ClientHello), SH (ServerHello), EE (EncryptedExtensions), CT (Certificate), CR (CertificateRequest), NST (NewSessionTicket), and HRR (HelloRetryRequest).

+--------------------------------------------------+-------------+
| Extension                                        |     TLS 1.3 |
+--------------------------------------------------+-------------+
| server_name [RFC6066]                            |      CH, EE |
| max_fragment_length [RFC6066]                    |      CH, EE |
| status_request [RFC6066]                         |  CH, CR, CT |
| supported_groups [RFC7919]                       |      CH, EE |
| signature_algorithms (RFC 8446)                  |      CH, CR |
| use_srtp [RFC5764]                               |      CH, EE |
| heartbeat [RFC6520]                              |      CH, EE |
| application_layer_protocol_negotiation [RFC7301] |      CH, EE |
| signed_certificate_timestamp [RFC6962]           |  CH, CR, CT |
| client_certificate_type [RFC7250]                |      CH, EE |
| server_certificate_type [RFC7250]                |      CH, EE |
| padding [RFC7685]                                |          CH |
| key_share (RFC 8446)                             | CH, SH, HRR |
| pre_shared_key (RFC 8446)                        |      CH, SH |
| psk_key_exchange_modes (RFC 8446)                |          CH |
| early_data (RFC 8446)                            | CH, EE, NST |
| cookie (RFC 8446)                                |     CH, HRR |
| supported_versions (RFC 8446)                    | CH, SH, HRR |
| certificate_authorities (RFC 8446)               |      CH, CR |
| oid_filters (RFC 8446)                           |          CR |
| post_handshake_auth (RFC 8446)                   |          CH |
| signature_algorithms_cert (RFC 8446)             |      CH, CR |
+--------------------------------------------------+-------------+",0,Skip
52,Section: 4.2.. Handshake Protocol_Extensions,Extension Ordering Rules,"When multiple extensions of different types are present, the extensions MAY appear in any order, with the exception of ""pre_shared_key"" which MUST be the last extension in the ClientHello (but can appear anywhere in the ServerHello extensions block). There MUST NOT be more than one extension of the same type in a given extension block.",1,"<CLI-MSG-CONST> <1> (Clients MUST place the ""pre_shared_key"" extension last in ClientHello, while other extensions MAY appear in any order) + <SRV-MSG-PROC> <1> (Servers MUST verify that the ""pre_shared_key"" is the last extension in ClientHello)
<CLI-MSG-CONST> <1> (Clients MUST NOT include multiple extensions of the same type in any extension block) + <SRV-MSG-PROC> <1> (Servers MUST reject ClientHello messages containing duplicate extension types)"
53,Section: 4.2.. Handshake Protocol_Extensions,Negotiation and Resumption,"In TLS 1.3, unlike TLS 1.2, extensions are negotiated for each handshake even when in resumption-PSK mode. However, 0-RTT parameters are those negotiated in the previous handshake; mismatches may require rejecting 0-RTT (see Section 4.2.10).",0,Skip
54,Section: 4.2.. Handshake Protocol_Extensions,Extension Security Considerations,"There are subtle (and not so subtle) interactions that may occur in this protocol between new features and existing features which may result in a significant reduction in overall security. The following considerations should be taken into account when designing new extensions:

- Some cases where a server does not agree to an extension are error conditions (e.g., the handshake cannot continue), and some are simply refusals to support particular features. In general, error alerts should be used for the former and a field in the server extension response for the latter.

- Extensions should, as far as possible, be designed to prevent any attack that forces use (or non-use) of a particular feature by manipulation of handshake messages. This principle should be followed regardless of whether the feature is believed to cause a security problem. Often the fact that the extension fields are included in the inputs to the Finished message hashes will be sufficient, but extreme care is needed when the extension changes the meaning of messages sent in the handshake phase. Designers and implementors should be aware of the fact that until the handshake has been authenticated, active attackers can modify messages and insert, remove, or replace extensions.",0,Skip
55,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,SupportedVersions Structure,"  
struct {  
    select (Handshake.msg_type) {  
        case client_hello:  
            ProtocolVersion versions<2..254>;  

        case server_hello: /* and HelloRetryRequest */  
            ProtocolVersion selected_version;  
    ",0,Skip
56,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,Extension Purpose,"  
The ""supported_versions"" extension is used by the client to indicate which versions of TLS it supports and by the server to indicate which version it is using. The extension contains a list of supported versions in preference order, with the most preferred version first.  
",0,Skip
57,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,ClientHello Requirements,"  
Implementations of this specification MUST send this extension in the ClientHello containing all versions of TLS which they are prepared to negotiate (for this specification, that means minimally 0x0304, but if previous versions of TLS are allowed to be negotiated, they MUST be present as well).  
",1,"<CLI-MSG-CONST> <1> (Clients MUST include the ""supported_versions"" extension in ClientHello, listing all TLS versions they are prepared to negotiate, including 0x0304 and any previous versions if allowed) + <SRV-MSG-PROC> <1> (Servers MUST verify the presence of the ""supported_versions"" extension in ClientHello and check that it contains valid TLS versions)"
58,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,Server Behavior without Extension,"  
If this extension is not present, servers which are compliant with this specification and which also support TLS 1.2 MUST negotiate TLS 1.2 or prior as specified in [RFC5246], even if ClientHello.legacy_version is 0x0304 or later. Servers MAY abort the handshake upon receiving a ClientHello with legacy_version 0x0304 or later.  
",1,"<SRV-MSG-PROC> <1> (Servers MUST negotiate TLS 1.2 or prior if the Supported Versions extension is not present and they support TLS 1.2, even if ClientHello.legacy_version is 0x0304 or later) + <SRV-MSG-PROC> <0> (Servers MAY abort the handshake upon receiving a ClientHello with legacy_version 0x0304 or later)"
59,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,Server Version Negotiation,"  
If this extension is present in the ClientHello, servers MUST NOT use the ClientHello.legacy_version value for version negotiation and MUST use only the ""supported_versions"" extension to determine client preferences. Servers MUST only select a version of TLS present in that extension and MUST ignore any unknown versions that are present in that extension.  
",1,"<CLI-MSG-CONST> <1> (Clients MUST include the ""supported_versions"" extension in ClientHello for version negotiation) + <SRV-MSG-PROC> <1> (Servers MUST use the ""supported_versions"" extension for determining client preferences, ignoring the ClientHello.legacy_version value)

<SRV-MSG-CONST> <1> (Servers MUST select a TLS version only from those present in the ""supported_versions"" extension) + <SRV-MSG-PROC> <1> (Servers MUST ignore any unknown versions present in the ""supported_versions"" extension)"
60,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,ServerHello Requirements,"  
A server which negotiates a version of TLS prior to TLS 1.3 MUST set ServerHello.version and MUST NOT send the ""supported_versions"" extension. A server which negotiates TLS 1.3 MUST respond by sending a ""supported_versions"" extension containing the selected version value (0x0304). It MUST set the ServerHello.legacy_version field to 0x0303 (TLS 1.2).  
",1,"<SRV-MSG-CONST> <1> (Servers negotiating TLS prior to TLS 1.3 MUST set ServerHello.version and MUST NOT send the ""supported_versions"" extension) + <SRV-MSG-CONST> <1> (Servers negotiating TLS 1.3 MUST send a ""supported_versions"" extension containing the selected version value 0x0304)  
<SRV-MSG-CONST> <1> (Servers negotiating TLS 1.3 MUST set the ServerHello.legacy_version field to 0x0303)"
61,Section: 4.2.1.. Handshake Protocol_Extensions_Supported Versions,Client Processing of ServerHello,"  
Clients MUST check for this extension prior to processing the rest of the ServerHello. If this extension is present, clients MUST ignore the ServerHello.legacy_version value and MUST use only the ""supported_versions"" extension to determine the selected version. If the ""supported_versions"" extension in the ServerHello contains a version not offered by the client or contains a version prior to TLS 1.3, the client MUST abort the handshake with an ""illegal_parameter"" alert.  
",1,"<CLI-MSG-PROC> <1> (Clients MUST check for the ""supported_versions"" extension before processing the rest of the ServerHello) + <SRV-MSG-PROC> <1> (Servers MUST include the ""supported_versions"" extension in ServerHello for clients to evaluate the selected version)  
<CLI-MSG-PROC> <1> (If ""supported_versions"" contains a version not offered or a version prior to TLS 1.3, clients MUST abort the handshake) + <SRV-MSG-PROC> <1> (Servers MUST ensure that the ""supported_versions"" extension contains only versions offered by the client and at least TLS 1.3)"
62,Section: 4.2.2.. Handshake Protocol_Extensions_Cookie,Cookie Structure,"  
struct {  
    opaque cookie<1..2^16-1>;  
",0,Skip
63,Section: 4.2.2.. Handshake Protocol_Extensions_Cookie,Cookie Purposes,"  
Cookies serve two primary purposes:  
- **Reachability Demonstration**: Allowing the server to force the client to demonstrate reachability at their apparent network address, providing a measure of DoS protection. This is particularly useful for non-connection-oriented transports (see [RFC6347] for an example of this).  
- **State Offloading**: Allowing the server to offload state to the client, thus enabling it to send a HelloRetryRequest without storing any state. The server can achieve this by storing the hash of the ClientHello in the HelloRetryRequest cookie, protected with a suitable integrity protection algorithm.  
",0,Skip
64,Section: 4.2.2.. Handshake Protocol_Extensions_Cookie,HelloRetryRequest Cookie Usage,"  
When sending a HelloRetryRequest, the server MAY provide a ""cookie"" extension to the client (this is an exception to the usual rule that only extensions appearing in the ClientHello may be sent). When sending the new ClientHello, the client MUST copy the contents of the extension received in the HelloRetryRequest into a ""cookie"" extension in the new ClientHello. Clients MUST NOT use cookies in their initial ClientHello in subsequent connections.  
",1,"<SRV-MSG-CONST> <0> (Servers MAY include a ""cookie"" extension in a HelloRetryRequest, which is an exception to the usual extension rules) + <CLI-MSG-CONST> <1> (Clients MUST copy the ""cookie"" extension received in the HelloRetryRequest into the new ClientHello)  
<CLI-MSG-CONST> <1> (Clients MUST NOT use cookies in their initial ClientHello during subsequent connections) + <SRV-MSG-PROC> <0> (Servers MUST ensure clients do not include cookies in their initial ClientHello on new connections)"
65,Section: 4.2.2.. Handshake Protocol_Extensions_Cookie,Stateless Server Behavior,"  
When a server is operating statelessly, it may receive an unprotected record of type change_cipher_spec between the first and second ClientHello (see Section 5). Since the server is not storing any state, this will appear as if it were the first message received. Servers operating statelessly MUST ignore these records.  
",1,<SRV-MSG-PROC> <1> (Servers operating statelessly MUST ignore unprotected change_cipher_spec records received between the first and second ClientHello) + <CLI-MSG-CONST> <0> (Clients SHOULD be aware that servers operating statelessly will not process change_cipher_spec records)
66,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,Signature Algorithms Overview,"TLS 1.3 provides two extensions for indicating which signature algorithms may be used in digital signatures. The ""signature_algorithms_cert"" extension applies to signatures in certificates, while the ""signature_algorithms"" extension applies to signatures in CertificateVerify messages. If no ""signature_algorithms_cert"" extension is present, the ""signature_algorithms"" extension also applies to signatures in certificates. Clients must send the ""signature_algorithms"" extension for the server to authenticate via a certificate; if not sent, the server must abort the handshake with a ""missing_extension"" alert.",1,"<CLI-MSG-CONST> <1> (Clients MUST send the ""signature_algorithms"" extension for server authentication via a certificate) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake with a ""missing_extension"" alert if the ""signature_algorithms"" extension is not present)  
<SRV-MSG-CONST> <0> (Servers MAY apply the ""signature_algorithms"" extension to signatures in certificates if no ""signature_algorithms_cert"" extension is present) + <CLI-MSG-PROC> <0> (Clients MUST understand that if ""signature_algorithms_cert"" is absent, ""signature_algorithms"" applies to certificate signatures)"
67,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,Extension Purpose and Compatibility,"The ""signature_algorithms_cert"" extension allows implementations to signal their capabilities for certificates and TLS separately. TLS 1.2 implementations should also process this extension, but those with the same policy may omit it.",0,Skip
68,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,SignatureSchemeList Structure,"The ""extension_data"" field of these extensions contains a SignatureSchemeList value, which enumerates supported signature algorithms in descending order of preference. Each SignatureScheme value indicates a single algorithm the client is willing to verify.",0,Skip
69,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,Signature Algorithms Defined,"The following signature schemes are defined:

- **RSASSA-PKCS1-v1_5 algorithms** (e.g., rsa_pkcs1_sha256, rsa_pkcs1_sha384, rsa_pkcs1_sha512)
- **ECDSA algorithms** (e.g., ecdsa_secp256r1_sha256, ecdsa_secp384r1_sha384, ecdsa_secp521r1_sha512)
- **RSASSA-PSS algorithms** (e.g., rsa_pss_rsae_sha256, rsa_pss_pss_sha256)
- **EdDSA algorithms** (e.g., ed25519, ed448)
- **Legacy algorithms** (e.g., rsa_pkcs1_sha1, ecdsa_sha1)

Legacy algorithms are deprecated due to known weaknesses and should only be negotiated for backward compatibility.",0,Skip
70,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,Signature Algorithm Usage Guidelines,"Endpoints should avoid negotiating deprecated algorithms like SHA-1, which TLS 1.3 servers must not offer unless no valid certificate chain can be produced without it. Self-signed certificates may use unsupported algorithms.",1,"<CLI-MSG-CONST> <1> (Clients SHOULD avoid negotiating deprecated algorithms like SHA-1) + <SRV-MSG-CONST> <1> (Servers MUST NOT offer SHA-1 unless no valid certificate chain can be produced without it)  
<CLI-MSG-CONST> <0> (Clients MAY accept self-signed certificates that use unsupported algorithms) + <SRV-MSG-PROC> <0> (Servers MAY issue self-signed certificates with unsupported algorithms)"
71,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,TLS 1.2 Compatibility,"In TLS 1.2, this extension is defined differently, allowing clients to omit it. TLS 1.2's extension contained hash/signature pairs encoded in two octets, and implementations must accept signatures from any curve advertised in the ""supported_groups"" extension. RSASSA-PSS is mandatory in TLS 1.3, and implementations must accept it even when negotiating TLS 1.2.",1,"<CLI-MSG-CONST> <1> (Clients MUST include the ""signature_algorithms"" extension in TLS 1.3) + <SRV-MSG-PROC> <0> (Servers MUST accept the ""signature_algorithms"" extension even if negotiating with TLS 1.2)  
<SRV-MSG-PROC> <1> (Servers MUST accept RSASSA-PSS signatures during TLS 1.3 negotiations) + <CLI-MSG-PROC> <0> (Clients MUST provide RSASSA-PSS signatures when negotiating TLS 1.3)"
72,Section: 4.2.4.. Handshake Protocol_Extensions_Certificate Authorities,Certificate Authorities Extension Purpose,"The ""certificate_authorities"" extension is used to indicate the certificate authorities (CAs) which an endpoint supports and which SHOULD be used by the receiving endpoint to guide certificate selection.",0,Skip
73,Section: 4.2.4.. Handshake Protocol_Extensions_Certificate Authorities,Certificate Authorities Extension Structure,"The body of the ""certificate_authorities"" extension consists of a CertificateAuthoritiesExtension structure:  
```  
opaque DistinguishedName<1..2^16-1>;  
struct {  
    DistinguishedName authorities<3..2^16-1>;  
",0,Skip
74,Section: 4.2.4.. Handshake Protocol_Extensions_Certificate Authorities,Authorities Field Description,"`authorities`: A list of the distinguished names [X501] of acceptable certificate authorities, represented in DER-encoded [X690] format. These distinguished names specify a desired distinguished name for a trust anchor or subordinate CA; thus, this message can be used to describe known trust anchors as well as a desired authorization space.",0,Skip
75,Section: 4.2.4.. Handshake Protocol_Extensions_Certificate Authorities,Extension Usage,"The client MAY send the ""certificate_authorities"" extension in the ClientHello message. The server MAY send it in the CertificateRequest message.",0,Skip
76,Section: 4.2.4.. Handshake Protocol_Extensions_Certificate Authorities,Deprecation of Trusted CA Keys Extension,"The ""trusted_ca_keys"" extension [RFC6066], which serves a similar purpose but is more complicated, is not used in TLS 1.3 (although it may appear in ClientHello messages from clients which are offering prior versions of TLS).",0,Skip
77,Section: 4.2.5.. Handshake Protocol_Extensions_OID Filters,OID Filters Extension Purpose,"The ""oid_filters"" extension allows servers to provide a set of OID/value pairs which it would like the client's certificate to match. This extension, if provided by the server, MUST only be sent in the CertificateRequest message.",1,"<SRV-MSG-CONST> <1> (Servers MUST include the ""oid_filters"" extension only in the CertificateRequest message) + <CLI-MSG-PROC> <0> (Clients MUST check for the presence of the ""oid_filters"" extension in the CertificateRequest message)"
78,Section: 4.2.5.. Handshake Protocol_Extensions_OID Filters,Structure Definitions," 
  Definition: 
  ```c
  struct {
      opaque certificate_extension_oid<1..2^8-1>;
      opaque certificate_extension_values<0..2^16-1>;
  ",0,Skip
79,Section: 4.2.5.. Handshake Protocol_Extensions_OID Filters,Certificate Extension Matching Rules,"PKIX RFCs define a variety of certificate extension OIDs and their corresponding value types. Depending on the type, matching certificate extension values are not necessarily bitwise-equal. It is expected that TLS implementations will rely on their PKI libraries to perform certificate selection using certificate extension OIDs. This document defines matching rules for two standard certificate extensions defined in [RFC5280]:
- The Key Usage extension in a certificate matches the request when all key usage bits asserted in the request are also asserted in the Key Usage certificate extension.
- The Extended Key Usage extension in a certificate matches the request when all key purpose OIDs present in the request are also found in the Extended Key Usage certificate extension. The special anyExtendedKeyUsage OID MUST NOT be used in the request. 
Separate specifications may define matching rules for other certificate extensions.",1,"<SRV-MSG-PROC> <1> (Servers MUST rely on their PKI libraries to perform certificate selection using certificate extension OIDs) + <CLI-MSG-CONST> <1> (Clients MUST ensure that all key usage bits asserted in the request are also asserted in the Key Usage certificate extension for a match)
<SRV-MSG-PROC> <1> (Servers MUST verify that all key purpose OIDs present in the request are found in the Extended Key Usage certificate extension for a match) + <CLI-MSG-CONST> <1> (Clients MUST NOT use the special anyExtendedKeyUsage OID in the request)"
80,Section: 4.2.6.. Handshake Protocol_Extensions_Post-Handshake Client Authentication,Post-Handshake Authentication Extension,"The ""post_handshake_auth"" extension is used to indicate that a client is willing to perform post-handshake authentication (Section 4.6.2). Servers MUST NOT send a post-handshake CertificateRequest to clients which do not offer this extension. Servers MUST NOT send this extension.",1,"<CLI-MSG-CONST> <1> (Clients MUST include the ""post_handshake_auth"" extension to indicate willingness for post-handshake authentication) + <SRV-MSG-PROC> <1> (Servers MUST NOT send a CertificateRequest to clients that do not offer the ""post_handshake_auth"" extension)  
<SRV-MSG-CONST> <1> (Servers MUST NOT send the ""post_handshake_auth"" extension)"
81,Section: 4.2.6.. Handshake Protocol_Extensions_Post-Handshake Client Authentication,Post-Handshake Auth Structure,"The structure of this extension is defined as follows:

```
struct {",0,Skip
82,Section: 4.2.7.. Handshake Protocol_Extensions_Supported Groups,Supported Groups Extension Purpose,"When sent by the client, the ""supported_groups"" extension indicates the named groups which the client supports for key exchange, ordered from most preferred to least preferred.",0,Skip
83,Section: 4.2.7.. Handshake Protocol_Extensions_Supported Groups,Historical Context,"In versions of TLS prior to TLS 1.3, this extension was named ""elliptic_curves"" and only contained elliptic curve groups. See [RFC8422] and [RFC7919]. This extension was also used to negotiate ECDSA curves. Signature algorithms are now negotiated independently (see Section 4.2.3).",0,Skip
84,Section: 4.2.7.. Handshake Protocol_Extensions_Supported Groups,Extension Data Structure,"The ""extension_data"" field of this extension contains a ""NamedGroupList"" value:
```
enum {
    /* Elliptic Curve Groups (ECDHE) */
    secp256r1(0x0017), secp384r1(0x0018), secp521r1(0x0019),
    x25519(0x001D), x448(0x001E),

    /* Finite Field Groups (DHE) */
    ffdhe2048(0x0100), ffdhe3072(0x0101), ffdhe4096(0x0102),
    ffdhe6144(0x0103), ffdhe8192(0x0104),

    /* Reserved Code Points */
    ffdhe_private_use(0x01FC..0x01FF),
    ecdhe_private_use(0xFE00..0xFEFF),
    (0xFFFF)
",0,Skip
85,Section: 4.2.7.. Handshake Protocol_Extensions_Supported Groups,Group Types Description,"Elliptic Curve Groups (ECDHE): Indicates support for the corresponding named curve, defined in either FIPS 186-4 [DSS] or [RFC7748]. Values 0xFE00 through 0xFEFF are reserved for Private Use [RFC8126]. Finite Field Groups (DHE): Indicates support for the corresponding finite field group, defined in [RFC7919]. Values 0x01FC through 0x01FF are reserved for Private Use.",0,Skip
86,Section: 4.2.7.. Handshake Protocol_Extensions_Supported Groups,Preference Ordering,Items in named_group_list are ordered according to the sender's preferences (most preferred choice first).,0,Skip
87,Section: 4.2.7.. Handshake Protocol_Extensions_Supported Groups,Server Behavior,"As of TLS 1.3, servers are permitted to send the ""supported_groups"" extension to the client. Clients MUST NOT act upon any information found in ""supported_groups"" prior to successful completion of the handshake but MAY use the information learned from a successfully completed handshake to change what groups they use in their ""key_share"" extension in subsequent connections. If the server has a group it prefers to the ones in the ""key_share"" extension but is still willing to accept the ClientHello, it SHOULD send ""supported_groups"" to update the client's view of its preferences; this extension SHOULD contain all groups the server supports, regardless of whether they are currently supported by the client.",1,"<SRV-MSG-CONST> <1> (Servers are permitted to send the ""supported_groups"" extension to clients) + <CLI-MSG-PROC> <0> (Clients MUST NOT act upon information in ""supported_groups"" until after the handshake is successfully completed)

<CLI-MSG-CONST> <1> (Clients MAY use information from a successfully completed handshake to adjust their ""key_share"" extension in future connections) + <SRV-MSG-PROC> <1> (Servers SHOULD send ""supported_groups"" to indicate preferred groups if they prefer a group not in the ""key_share"" extension)

<SRV-MSG-CONST> <1> (The ""supported_groups"" extension SHOULD contain all groups supported by the server, regardless of client support)"
88,Section: 4.2.8.. Handshake Protocol_Extensions_Key Share,Key Share Extension Overview,"The ""key_share"" extension contains the endpoint's cryptographic parameters. Clients MAY send an empty client_shares vector in order to request group selection from the server, at the cost of an additional round trip (see Section 4.1.4).",0,Skip
89,Section: 4.2.8.. Handshake Protocol_Extensions_Key Share,KeyShareEntry Structure,"The structure of this message is defined as follows:
```
struct {
    NamedGroup group;
    opaque key_exchange<1..2^16-1>;
",0,Skip
90,Section: 4.2.8.. Handshake Protocol_Extensions_Key Share,ClientHello Key Share,"In the ClientHello message, the ""extension_data"" field of this extension contains a ""KeyShareClientHello"" value:
```
struct {
    KeyShareEntry client_shares<0..2^16-1>;
",0,Skip
91,Section: 4.2.8.. Handshake Protocol_Extensions_Key Share,HelloRetryRequest Key Share,"In a HelloRetryRequest message, the ""extension_data"" field contains a KeyShareHelloRetryRequest value:
```
struct {
    NamedGroup selected_group;
",0,Skip
92,Section: 4.2.8.. Handshake Protocol_Extensions_Key Share,ServerHello Key Share,"In a ServerHello message, the ""extension_data"" field contains a KeyShareServerHello value:
```
struct {
    KeyShareEntry server_share;
",0,Skip
93,Section: 4.2.8.1.. Handshake Protocol_Extensions_Key Share_Diffie-Hellman Parameters,Diffie-Hellman Key Share Encoding,"Diffie-Hellman parameters for both clients and servers are encoded in the opaque key_exchange field of a KeyShareEntry in a KeyShare structure. The opaque value contains the Diffie-Hellman public value (Y = g^X mod p) for the specified group (see [RFC7919] for group definitions) encoded as a big-endian integer and padded to the left with zeros to the size of p in bytes. Note: For a given Diffie-Hellman group, the padding results in all public keys having the same length.",0,Skip
94,Section: 4.2.8.1.. Handshake Protocol_Extensions_Key Share_Diffie-Hellman Parameters,Public Key Validation,Peers MUST validate each other's public key Y by ensuring that 1 < Y < p-1. This check ensures that the remote peer is properly behaved and isn't forcing the local system into a small subgroup.,1,"<CLI-MSG-PROC> <1> (Clients MUST validate the public key Y received from the server, ensuring that 1 < Y < p-1) + <SRV-MSG-PROC> <1> (Servers MUST validate the public key Y received from the client, ensuring that 1 < Y < p-1)"
95,Section: 4.2.8.2.. Handshake Protocol_Extensions_Key Share_ECDHE Parameters,KeyShareEntry Structure,"ECDHE parameters for both clients and servers are encoded in the opaque key_exchange field of a KeyShareEntry in a KeyShare structure. For secp256r1, secp384r1, and secp521r1, the contents are the serialized value of the following struct:

```c
struct {
    uint8 legacy_form = 4;
    opaque X[coordinate_length];
    opaque Y[coordinate_length];
",0,Skip
96,Section: 4.2.8.2.. Handshake Protocol_Extensions_Key Share_ECDHE Parameters,Public Value Validation,"For the curves secp256r1, secp384r1, and secp521r1, peers MUST validate each other's public value Q by ensuring that the point is a valid point on the elliptic curve. The appropriate validation procedures are defined in Section 4.3.7 of [ECDSA] and alternatively in Section 5.6.2.3 of [KEYAGREEMENT]. This process consists of three steps: (1) verify that Q is not the point at infinity (O), (2) verify that for Q = (x, y) both integers x and y are in the correct interval, and (3) ensure that (x, y) is a correct solution to the elliptic curve equation. For these curves, implementors do not need to verify membership in the correct subgroup.",1,"<CLI-MSG-PROC> <1> (Clients MUST validate the public value Q by ensuring it is a valid point on the elliptic curve for secp256r1, secp384r1, and secp521r1) + <SRV-MSG-PROC> <1> (Servers MUST validate the public value Q by ensuring it is a valid point on the elliptic curve for secp256r1, secp384r1, and secp521r1)

<CLI-MSG-PROC> <1> (Validation of Q consists of verifying that Q is not the point at infinity, that both x and y are in the correct interval, and that (x, y) satisfies the elliptic curve equation) + <SRV-MSG-PROC> <1> (Servers MUST perform the same validation steps for Q as clients) 

<CLI-MSG-PROC> <0> (Implementors do not need to verify membership in the correct subgroup for these curves) + <SRV-MSG-PROC> <0> (Servers do not need to verify membership in the correct subgroup for these curves)"
97,Section: 4.2.8.2.. Handshake Protocol_Extensions_Key Share_ECDHE Parameters,X25519 and X448 Public Values,"For X25519 and X448, the contents of the public value are the byte string inputs and outputs of the corresponding functions defined in [RFC7748]: 32 bytes for X25519 and 56 bytes for X448.",0,Skip
98,Section: 4.2.8.2.. Handshake Protocol_Extensions_Key Share_ECDHE Parameters,Point Format Negotiation Removal,Note: Versions of TLS prior to 1.3 permitted point format negotiation; TLS 1.3 removes this feature in favor of a single point format for each curve.,0,Skip
