index,Section,Title,Content,result
57,4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Field Descriptions,"1. identity: A label for a key, such as a ticket or a label for a pre-shared key established externally.

2. obfuscated_ticket_age: An obfuscated version of the age of the key. For identities established via the NewSessionTicket message, this is formed as described in Section 4.2.11.1. For externally established identities, an obfuscated_ticket_age of 0 SHOULD be used, and servers MUST ignore the value.

3. identities: A list of identities the client is willing to negotiate with the server. If sent alongside the ""early_data"" extension, the first identity is used for 0-RTT data.

4. binders: A series of HMAC values, one for each value in the identities list, computed as described below.

5. selected_identity: The server's chosen identity expressed as a (0-based) index into the identities in the client's list.","""[
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST provide a label for a key, which can be a ticket or a pre-shared key label.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST recognize and utilize the identity label provided by the client.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients SHOULD use an obfuscated_ticket_age of 0 for externally established identities, which servers MUST ignore.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ignore the obfuscated_ticket_age value when it is 0.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST send a list of identities they are willing to negotiate, using the first identity for 0-RTT data if 'early_data' is also sent.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST select the first identity from the identities list for processing 0-RTT data if the 'early_data' extension is present.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST provide binders as HMAC values for each identity in the identities list.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST validate the binders against the identities provided.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST indicate the server's chosen identity as a (0-based) index into the identities list.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST confirm the selected_identity index corresponds to an identity in the client's list.""
    }
  }
]"""
58,4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,PSK Hash Algorithm,"Each PSK is associated with a single Hash algorithm. For PSKs established via the ticket mechanism, this is the KDF Hash algorithm on the connection where the ticket was established. For externally established PSKs, the Hash algorithm MUST be set when the PSK is established or default to SHA-256 if no such algorithm is defined. The server MUST ensure that it selects a compatible PSK (if any) and cipher suite.","""[
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""PSK Hash Algorithm"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Externally established PSKs MUST have the Hash algorithm set during establishment or default to SHA-256 if no algorithm is defined.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""The server MUST ensure that it selects a compatible PSK and cipher suite.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""PSK Hash Algorithm"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""For PSKs established via the ticket mechanism, the Hash algorithm is the KDF Hash algorithm from the connection where the ticket was established.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Servers use the KDF Hash algorithm from the connection for PSKs established via the ticket mechanism.""
    }
  }
]"""
59,4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Binder Validation,"Prior to accepting PSK key establishment, the server MUST validate the corresponding binder value. If this value is not present or does not validate, the server MUST abort the handshake. Servers SHOULD select a single PSK and validate solely the binder corresponding to that PSK.","""[
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Binder Validation"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST ensure the binder value is present and valid before accepting PSK key establishment.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""If the binder value is missing or invalid, the server MUST abort the handshake.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Binder Validation"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers SHOULD select a single PSK and validate only the corresponding binder for that PSK.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST validate solely the binder associated with the selected PSK.""
    }
  }
]"""
60,4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Client Verification,"Clients MUST verify that the server's selected_identity is within the range supplied by the client, that the server selected a cipher suite indicating a Hash associated with the PSK, and that a server ""key_share"" extension is present if required by the ClientHello ""psk_key_exchange_modes"" extension. If these values are not consistent, the client MUST abort the handshake with an ""illegal_parameter"" alert.","""[
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Client Verification"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST verify that the selected_identity is within the supplied range, that the selected cipher suite indicates a Hash associated with the PSK, and that a server 'key_share' extension is present if required by the 'psk_key_exchange_modes' extension.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST ensure the selected_identity, cipher suite, and 'key_share' extension are consistent with the ClientHello parameters.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Client Verification"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST abort the handshake with an 'illegal_parameter' alert if the verification of the selected_identity, cipher suite, or 'key_share' extension fails.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST handle the 'illegal_parameter' alert appropriately, ensuring the handshake is terminated correctly.""
    }
  }
]"""
61,4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Early Data Handling,"If the server supplies an ""early_data"" extension, the client MUST verify that the server's selected_identity is 0. If any other value is returned, the client MUST abort the handshake with an ""illegal_parameter"" alert.","""[
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Early Data Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST verify that the server's selected_identity is 0 if the server supplies an \""early_data\"" extension.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""If the server supplies an \""early_data\"" extension, it must ensure the selected_identity is set appropriately.""
    }
  },
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Early Data Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST abort the handshake with an \""illegal_parameter\"" alert if any value other than 0 is returned for selected_identity.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Servers must ensure proper handling of selected_identity values to avoid handshake failures.""
    }
  }
]"""
62,4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Extension Positioning,"The ""pre_shared_key"" extension MUST be the last extension in the ClientHello. Servers MUST check that it is the last extension and otherwise fail the handshake with an ""illegal_parameter"" alert.","""[
  {
    ""section"": ""4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension"",
    ""title"": ""Extension Positioning"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST place the \""pre_shared_key\"" extension last in the ClientHello.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST check that the \""pre_shared_key\"" extension is the last extension in ClientHello and fail the handshake with an \""illegal_parameter\"" alert if it is not.""
    }
  }
]"""
63,4.2.11.1.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Ticket Age,Client Ticket Age Handling,"The client's view of the age of a ticket is the time since the receipt of the NewSessionTicket message. Clients MUST NOT attempt to use tickets which have ages greater than the ""ticket_lifetime"" value provided with the ticket.","""[
  {
    ""section"": ""4.2.11.1.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Ticket Age"",
    ""title"": ""Client Ticket Age Handling"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST consider the ticket age as the time since receiving the NewSessionTicket message and MUST NOT use tickets with ages greater than the 'ticket_lifetime' value.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers must ensure that clients do not use tickets exceeding the specified 'ticket_lifetime' during session resumption.""
    }
  }
]"""
64,4.2.11.3.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Processing Order,0-RTT Data Streaming and Processing Order,"Clients are permitted to ""stream"" 0-RTT data until they receive the server's Finished message. Only after this should they send the EndOfEarlyData message, followed by the remainder of the handshake. To avoid deadlocks, when accepting early data, servers MUST process the client's ClientHello and then immediately send their flight of messages, rather than waiting for the client's EndOfEarlyData message before sending its ServerHello.","""[
  {
    ""section"": ""4.2.11.3.. Handshake Protocol_Extensions_Pre-Shared Key Extension_Processing Order"",
    ""title"": ""0-RTT Data Streaming and Processing Order"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients are permitted to stream 0-RTT data until they receive the server's Finished message. They must send the EndOfEarlyData message after receiving this.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST process the client's ClientHello and immediately send their flight of messages, rather than waiting for the client's EndOfEarlyData message before sending its ServerHello.""
    }
  }
]"""
65,4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions,EncryptedExtensions Message Overview,"In all handshakes, the server MUST send the EncryptedExtensions message immediately after the ServerHello message. This is the first message that is encrypted under keys derived from the server_handshake_traffic_secret.","""[
  {
    ""section"": ""4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions"",
    ""title"": ""EncryptedExtensions Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST send the EncryptedExtensions message immediately after the ServerHello message.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST expect to receive the EncryptedExtensions message immediately following the ServerHello.""
    }
  }
]"""
66,4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions,Purpose of EncryptedExtensions,"The EncryptedExtensions message contains extensions that can be protected, i.e., any which are not needed to establish the cryptographic context but which are not associated with individual certificates. The client MUST check EncryptedExtensions for the presence of any forbidden extensions and if any are found MUST abort the handshake with an ""illegal_parameter"" alert.","""[
  {
    ""section"": ""4.3.1.. Handshake Protocol_Server Parameters_Encrypted Extensions"",
    ""title"": ""Purpose of EncryptedExtensions"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST check the EncryptedExtensions message for forbidden extensions.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""If forbidden extensions are found in the EncryptedExtensions message, clients MUST abort the handshake with an 'illegal_parameter' alert.""
    }
  }
]"""
67,4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,CertificateRequest Message Overview,"A server which is authenticating with a certificate MAY optionally request a certificate from the client. This message, if sent, MUST follow EncryptedExtensions.","""[
  {
    ""section"": ""4.3.2.. Handshake Protocol_Server Parameters_Certificate Request"",
    ""title"": ""CertificateRequest Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MAY optionally request a certificate from the client, and this request MUST follow the EncryptedExtensions message.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients may respond to a certificate request if one is received after the EncryptedExtensions.""
    }
  }
]"""
68,4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,Field Descriptions,"1. certificate_request_context: An opaque string which identifies the certificate request and will be echoed in the client's Certificate message. This context MUST be unique within the scope of the connection to prevent replay of client CertificateVerify messages. This field SHALL be zero length unless used for post-handshake authentication exchanges described in Section 4.6.2. When requesting post-handshake authentication, the server SHOULD make the context unpredictable to the client to prevent pre-computation of valid CertificateVerify messages by an attacker.

2. extensions: A set of extensions describing the parameters of the certificate being requested. The ""signature_algorithms"" extension MUST be specified, and other extensions may optionally be included if defined for this message. Clients MUST ignore unrecognized extensions.","""[
  {
    ""section"": ""4.3.2.. Handshake Protocol_Server Parameters_Certificate Request"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server MUST ensure that 'certificate_request_context' is unique within the connection scope to prevent replay of client CertificateVerify messages.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Clients MUST verify that 'certificate_request_context' is unique and should respond accordingly to avoid replay attacks.""
    }
  },
  {
    ""section"": ""4.3.2.. Handshake Protocol_Server Parameters_Certificate Request"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The 'signature_algorithms' extension MUST be specified in the certificate request, and other extensions MAY be included if defined.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Clients MUST ignore any unrecognized extensions in the certificate request.""
    }
  },
  {
    ""section"": ""4.3.2.. Handshake Protocol_Server Parameters_Certificate Request"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""When requesting post-handshake authentication, the server SHOULD make 'certificate_request_context' unpredictable to prevent pre-computation of valid CertificateVerify messages.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Clients SHOULD be prepared to handle unpredictable 'certificate_request_context' values when post-handshake authentication is requested.""
    }
  }
]"""
69,4.3.2.. Handshake Protocol_Server Parameters_Certificate Request,Restrictions for PSK Authentication,"Servers which are authenticating with a PSK MUST NOT send the CertificateRequest message in the main handshake, though they MAY send it in post-handshake authentication (see Section 4.6.2) provided that the client has sent the ""post_handshake_auth"" extension (see Section 4.2.6).","""[
  {
    ""section"": ""4.3.2.. Handshake Protocol_Server Parameters_Certificate Request"",
    ""title"": ""Restrictions for PSK Authentication"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Servers MUST NOT send the CertificateRequest message in the main handshake when authenticating with a PSK.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients do not expect a CertificateRequest during the main handshake when PSK is being used.""
    }
  },
  {
    ""section"": ""4.3.2.. Handshake Protocol_Server Parameters_Certificate Request"",
    ""title"": ""Restrictions for PSK Authentication"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 0,
      ""construction_base"": ""Servers MAY send the CertificateRequest message in post-handshake authentication if the client has sent the 'post_handshake_auth' extension.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 0, 
      ""processing_base"": ""Clients may receive a CertificateRequest in post-handshake authentication if they have sent the 'post_handshake_auth' extension.""
    }
  }
]"""
70,4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Certificate Message Overview,"This message conveys the endpoint's certificate chain to the peer. The server MUST send a Certificate message whenever the agreed-upon key exchange method uses certificates for authentication (this includes all key exchange methods defined in this document except PSK). The client MUST send a Certificate message if and only if the server has requested client authentication via a CertificateRequest message (Section 4.3.2). If the server requests client authentication but no suitable certificate is available, the client MUST send a Certificate message containing no certificates (i.e., with the ""certificate_list"" field having length 0). A Finished message MUST be sent regardless of whether the Certificate message is empty.","""[
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Certificate Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server MUST send a Certificate message when using a key exchange method that requires certificates for authentication, excluding PSK.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""The client MUST send a Certificate message only if the server has requested client authentication via a CertificateRequest message.""
    }
  },
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Certificate Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If the server requests client authentication but no suitable certificate is available, the client MUST send a Certificate message with an empty certificate_list.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""The server MUST accept a Certificate message with an empty certificate_list when the client has no certificates.""
    }
  },
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Certificate Message Overview"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""A Finished message MUST be sent by both parties regardless of whether the Certificate message is empty.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""The server MUST send a Finished message after processing the Certificate message.""
    }
  }
]"""
71,4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Field Descriptions,"1. **certificate_request_context**: If this message is in response to a CertificateRequest, the value of certificate_request_context in that message. Otherwise (in the case of server authentication), this field SHALL be zero length.

2. **certificate_list**: A sequence (chain) of CertificateEntry structures, each containing a single certificate and set of extensions.

3. **extensions**: A set of extension values for the CertificateEntry. Valid extensions for server certificates include the OCSP Status extension [RFC6066] and the SignedCertificateTimestamp extension [RFC6962]. Extensions in the Certificate message from the server MUST correspond to ones from the ClientHello message, and those from the client MUST correspond to the CertificateRequest message from the server.","""[
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server's Certificate message MUST include the certificate_request_context if responding to a CertificateRequest; otherwise, it SHALL be of zero length.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST ensure that the certificate_request_context is correctly handled based on the type of response received.""
    }
  },
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server's Certificate message MUST contain a sequence of CertificateEntry structures in the certificate_list.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST process the certificate_list, which contains the chain of certificates presented by the server.""
    }
  },
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Field Descriptions"",
    ""message_construction"": {
      ""construction_rule_type"": ""SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""The server's Certificate message MUST include valid extensions for each CertificateEntry, such as OCSP Status and SignedCertificateTimestamp.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""CLI-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Clients MUST verify that the extensions in the server's Certificate message correspond to those in the ClientHello.""
    }
  }
]"""
72,4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Certificate Chain Requirements,"If the corresponding certificate type extension (""server_certificate_type"" or ""client_certificate_type"") was not negotiated in EncryptedExtensions, or the X.509 certificate type was negotiated, then each CertificateEntry contains a DER-encoded X.509 certificate. The sender's certificate MUST come in the first CertificateEntry in the list. Each following certificate SHOULD directly certify the one immediately preceding it. A certificate that specifies a trust anchor MAY be omitted from the chain, provided that supported peers are known to possess any omitted certificates.","""[
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Certificate Chain Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST/SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Each CertificateEntry MUST contain a DER-encoded X.509 certificate if negotiated. The sender's certificate MUST be the first CertificateEntry in the list.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST verify that the first CertificateEntry is the sender's certificate and each following certificate SHOULD directly certify the one immediately preceding it.""
    }
  },
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Certificate Chain Requirements"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST/SRV-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""A certificate that specifies a trust anchor MAY be omitted from the chain if supported peers are known to possess any omitted certificates.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST account for potentially omitted trust anchor certificates when validating the certificate chain.""
    }
  }
]"""
73,4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Handling Certificate List Ordering,"Prior to TLS 1.3, ""certificate_list"" ordering required each certificate to certify the one immediately preceding it; however, some implementations allowed flexibility. For maximum compatibility, all implementations SHOULD be prepared to handle potentially extraneous certificates and arbitrary orderings from any TLS version, with the exception of the end-entity certificate which MUST be first.","""[
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""Handling Certificate List Ordering"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients SHOULD be prepared to handle potentially extraneous certificates and arbitrary orderings from any TLS version, but the end-entity certificate MUST be first.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST ensure that the end-entity certificate is the first in the certificate_list.""
    }
  }
]"""
74,4.4.2.. Handshake Protocol_Authentication Messages_Certificate,RawPublicKey Certificate Type,"If the RawPublicKey certificate type was negotiated, then the certificate_list MUST contain no more than one CertificateEntry, which contains an ASN1_subjectPublicKeyInfo value as defined in [RFC7250], Section 3.","""[
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""RawPublicKey Certificate Type"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""If the RawPublicKey certificate type is negotiated, the certificate_list MUST contain no more than one CertificateEntry.""
    },
    ""message_processing"": {
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1,
      ""processing_base"": ""Servers MUST validate that the certificate_list contains at most one CertificateEntry with an ASN1_subjectPublicKeyInfo value.""
    }
  }
]"""
75,4.4.2.. Handshake Protocol_Authentication Messages_Certificate,OpenPGP Certificate Type,The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3.,"""[
  {
    ""section"": ""4.4.2.. Handshake Protocol_Authentication Messages_Certificate"",
    ""title"": ""OpenPGP Certificate Type"",
    ""message_construction"": {
      ""construction_rule_type"": ""CLI-MSG-CONST"",
      ""construction_explicitness"": 1,
      ""construction_base"": ""Clients MUST NOT use the OpenPGP certificate type with TLS 1.3.""
    },
    ""message_processing"": { 
      ""processing_rule_type"": ""SRV-MSG-PROC"",
      ""processing_explicitness"": 1, 
      ""processing_base"": ""Servers MUST reject any authentication message that includes the OpenPGP certificate type.""
    }
  }
]"""
