ID,Title,Content,RuleMatch,ExtractedRule,SlicedRule,Violation
,,,,,<CMC> <1> (Clients MUST ignore unrecognized extensions.) + <SMP> <0> (Servers MUST not process unrecognized extensions sent by clients.),"```markdown
{CMC} (Send a ClientHello message with an unrecognized extension marked as critical, which should cause a protocol violation.)

{CMC} (Construct a ClientHello message that includes duplicate extensions, violating the uniqueness requirement in the TLS 1.3 specification.)

{CMC} (Omit the mandatory ""client_version"" field in the ClientHello message, which is required for establishing the TLS version.)
```"
168,Certificate Type Requirement,"The certificate type must be X.509v3, unless explicitly negotiated otherwise.",1,"<CMC> <1> (Clients MUST use X.509v3 certificate type, unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificate type, unless explicitly negotiated otherwise.)","<CMC> <1> (Clients MUST use X.509v3 certificate type, unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificate type, unless explicitly negotiated otherwise.)","```markdown
{CMC} (Send a ClientHello message that specifies an unsupported certificate type, such as a self-signed certificate without X.509v3 encoding.)

{CMC} (Include a certificate extension in the ClientHello that is not valid for X.509v3, such as a non-existent or deprecated extension.)

{CMC} (Omit the certificate type field entirely from the ClientHello message.)
```"
170,Signing Capability,"The certificate must allow the key to be used for signing, indicated by the digitalSignature bit in the Key Usage extension.",1,"<CMC> <1> (Clients MUST ensure the certificate allows the key to be used for signing, indicated by the digitalSignature bit in the Key Usage extension.) + <SMP> <0> (Servers MUST verify that the certificate's key usage allows for signing as indicated by the digitalSignature bit.)","<CMC> <1> (Clients MUST ensure the certificate allows the key to be used for signing, indicated by the digitalSignature bit in the Key Usage extension.) + <SMP> <0> (Servers MUST verify that the certificate's key usage allows for signing as indicated by the digitalSignature bit.)","```markdown
{CMC} (Send a ClientHello with a certificate that has the digitalSignature bit in the Key Usage extension set to 0, indicating that the key cannot be used for signing.)

{CMC} (Send a ClientHello that includes a certificate with an invalid Key Usage extension length, causing the server to misinterpret the key usage bits.)

{CMC} (Send a ClientHello with a self-signed certificate that lacks the Key Usage extension entirely, violating the requirement for proper signing capability.)
```"
174,Client Response to Invalid Chain,"If the client cannot construct an acceptable chain and aborts the handshake, it must do so with an appropriate certificate-related alert.",1,<CMC> <1> (Clients MUST abort the handshake with an appropriate certificate-related alert if they cannot construct an acceptable chain.) + <SMP> <0> (Servers MUST be prepared to handle a certificate-related alert if the client aborts the handshake.),<CMC> <1> (Clients MUST abort the handshake with an appropriate certificate-related alert if they cannot construct an acceptable chain.) + <SMP> <0> (Servers MUST be prepared to handle a certificate-related alert if the client aborts the handshake.),"```markdown
{CMC} (Send a ClientHello message without the required ""Certificate"" extension, which is necessary for certificate negotiation.)

{CMC} (Send a ClientHello message that includes an invalid or unrecognized signature algorithm in the ""Supported Signature Algorithms"" extension.)

{CMC} (Send a ClientHello message containing an unsupported or malformed ""Certificate Request"" extension, violating the expected structure.)
```"
176,Client Certificate Type Requirement,"The certificate type must be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).",1,<CMC> <1> (Clients MUST use X.509v3 certificates unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificates unless explicitly negotiated otherwise.),<CMC> <1> (Clients MUST use X.509v3 certificates unless explicitly negotiated otherwise.) + <SMP> <0> (Servers MUST accept X.509v3 certificates unless explicitly negotiated otherwise.),"```markdown
{CMC} (Send a ClientHello with an invalid certificate type that is not X.509v3, such as a self-signed certificate with an unsupported format.)

{CMC} (Send a ClientHello without including any certificate information, violating the requirement to provide a valid X.509v3 certificate.)

{CMC} (Send a ClientHello where the certificate contains an invalid or expired signature, which should be rejected according to RFC 8446.)
```"
179,OID Filters Matching,"If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate must match the extension OIDs recognized by the client, as described in Section 4.2.5.",1,"<CMC> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs recognized by them if the ""oid_filters"" extension is non-empty in the CertificateRequest message.) + <SMP> <0> (Servers MUST include the ""oid_filters"" extension in the CertificateRequest message when applicable.)","<CMC> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs recognized by them if the ""oid_filters"" extension is non-empty in the CertificateRequest message.) + <SMP> <0> (Servers MUST include the ""oid_filters"" extension in the CertificateRequest message when applicable.)","```markdown
{CMC} (Send a ClientHello message that includes a CertificateRequest but omits the end-entity certificate entirely, violating the requirement to provide a valid certificate.)

{CMC} (Send a ClientHello message that includes an end-entity certificate with OIDs that are not recognized, despite the presence of a non-empty ""oid_filters"" extension in the CertificateRequest.)

{CMC} (Send a ClientHello message with a CertificateRequest that includes the ""oid_filters"" extension, but with the OIDs set to invalid or non-existent values, violating the expected format.)
```"
181,Handling Empty Certificate Messages,"If the server supplies an empty Certificate message, the client must abort the handshake with a ""decode_error"" alert. If the client sends an empty Certificate message, the server may either continue the handshake or abort it with a ""certificate_required"" alert.",1,"<CMC> <1> (Clients MUST abort the handshake with a ""decode_error"" alert if the server supplies an empty Certificate message.) + <SMP> <1> (Servers MAY continue the handshake or abort it with a ""certificate_required"" alert if the client sends an empty Certificate message.)","<CMC> <1> (Clients MUST abort the handshake with a ""decode_error"" alert if the server supplies an empty Certificate message.) + <SMP> <1> (Servers MAY continue the handshake or abort it with a ""certificate_required"" alert if the client sends an empty Certificate message.)","```markdown
{CMC} (Send a ClientHello message with an invalid message length field, significantly shorter than the actual message length.)

{CMC} (Send a ClientHello with an unsupported cipher suite that is not included in the client's supported list.)

{CMC} (Send a ClientHello message missing the mandatory ""random"" field.)
```"
183,Aborting for MD5 and SHA-1 Certificates,"Any endpoint receiving a certificate that requires validation using MD5 must abort the handshake with a ""bad_certificate"" alert. SHA-1 is deprecated, and endpoints should also abort the handshake for SHA-1 validation.",1,"<CMC> <1> (Clients MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.) + <SMP> <1> (Servers MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.)  
<CMC> <1> (Clients MUST abort the handshake if receiving a certificate requiring SHA-1 validation.) + <SMP> <1> (Servers MUST abort the handshake if receiving a certificate requiring SHA-1 validation.)","<CMC> <1> (Clients MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.) + <SMP> <1> (Servers MUST abort the handshake with a ""bad_certificate"" alert if receiving a certificate requiring MD5 validation.)","```markdown
{CMC} (Send a ClientHello message with an invalid signature algorithm that requires MD5 validation, triggering a ""bad_certificate"" alert.)

{CMC} (Include an unsupported cipher suite in the ClientHello that requires the server to respond with a ""bad_certificate"" alert due to MD5 validation.)

{CMC} (Construct the ClientHello with a certificate containing an MD5 hash, without any valid signature algorithm, forcing the server to issue a ""bad_certificate"" alert.)
```"
,,,,,<CMC> <1> (Clients MUST abort the handshake if receiving a certificate requiring SHA-1 validation.) + <SMP> <1> (Servers MUST abort the handshake if receiving a certificate requiring SHA-1 validation.),"```markdown
{CMC} (Send a ClientHello that includes an unsupported cipher suite that requires SHA-1 validation.)

{CMC} (Include a certificate in the ClientHello that explicitly requires SHA-1 validation, despite the handshake context.)

{CMC} (Omit the ""supported_versions"" extension from the ClientHello, leading to ambiguity regarding protocol version support.)
```"
186,Purpose of CertificateVerify Message,This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate and ensures integrity for the handshake up to this point. Servers and clients must send this message when authenticating via a certificate.,1,"```markdown
<CMC> <1> (Clients MUST send a message to provide proof of possession of the private key corresponding to its certificate.) + <SMP> <1> (Servers MUST send a message to provide proof of possession of the private key corresponding to its certificate.)
<CMC> <1> (Clients MUST ensure integrity for the handshake up to this point.) + <SMP> <1> (Servers MUST ensure integrity for the handshake up to this point.)
```",<CMC> <1> (Clients MUST send a message to provide proof of possession of the private key corresponding to its certificate.) + <SMP> <1> (Servers MUST send a message to provide proof of possession of the private key corresponding to its certificate.),"```markdown
{CMC} (Send a ClientHello message without including the required Certificate message that proves possession of the private key.)

{CMC} (Include an invalid or malformed Certificate message in the ClientHello, violating the expected format.)

{CMC} (Send a ClientHello message with a Certificate message that contains a public key not corresponding to the client's certificate.)
```"
,,,,,<CMC> <1> (Clients MUST ensure integrity for the handshake up to this point.) + <SMP> <1> (Servers MUST ensure integrity for the handshake up to this point.),"```markdown
{CMC} (Send a ClientHello message with a tampered handshake hash, violating integrity checks.)

{CMC} (Omit the handshake hash from the ClientHello message, compromising integrity verification.)

{CMC} (Include an invalid handshake hash value in the ClientHello message, ensuring it does not match the expected hash.)
```"
192,Verification Process,"The receiver of a CertificateVerify message must verify the signature using the public key from the end-entity certificate and terminate the handshake with a ""decrypt_error"" alert if the verification fails.",1,"<CMC> <1> (Clients MUST verify the signature in the CertificateVerify message using the public key from the end-entity certificate.) + <SMP> <1> (Servers MUST terminate the handshake with a ""decrypt_error"" alert if the signature verification fails.)","<CMC> <1> (Clients MUST verify the signature in the CertificateVerify message using the public key from the end-entity certificate.) + <SMP> <1> (Servers MUST terminate the handshake with a ""decrypt_error"" alert if the signature verification fails.)","```markdown
{CMC} (Send a CertificateVerify message with an invalid signature that does not correspond to the public key in the provided end-entity certificate.)

{CMC} (Omit the CertificateVerify message entirely, failing to provide necessary proof of possession of the private key.)

{CMC} (Include a CertificateVerify message but alter the signature algorithm to one that is not supported or incorrectly formatted.)
```"
194,Verification Requirement,"Recipients of Finished messages must verify their contents; if incorrect, they must terminate the connection with a ""decrypt_error"" alert.",1,"<CMC> <1> (Clients MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.) + <SMP> <1> (Servers MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.)","<CMC> <1> (Clients MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.) + <SMP> <1> (Servers MUST verify the contents of Finished messages; if incorrect, they MUST terminate the connection with a ""decrypt_error"" alert.)","```markdown
{CMC} (Send a Finished message that contains an invalid MAC value, bypassing the verification process.)
{CMC} (Send a Finished message with an incorrect handshake message length, misleading the client about the actual size of the message.)
{CMC} (Send a Finished message that omits the necessary cryptographic checks, such as not including the handshake hash.)
```"
206,Client Response Requirements,"The client must respond with the appropriate Authentication messages. If the client chooses to authenticate, it must send Certificate, CertificateVerify, and Finished. If it declines, it must send a Certificate message containing no certificates followed by Finished.",1,"<CMC> <1> (Clients MUST send Certificate, CertificateVerify, and Finished if choosing to authenticate.) + <SMP> <0> (Servers MUST process the Certificate, CertificateVerify, and Finished messages if they are sent by the client for authentication.)
<CMC> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate.) + <SMP> <0> (Servers MUST process the Certificate message containing no certificates and the Finished message if they are sent by the client.)","<CMC> <1> (Clients MUST send Certificate, CertificateVerify, and Finished if choosing to authenticate.) + <SMP> <0> (Servers MUST process the Certificate, CertificateVerify, and Finished messages if they are sent by the client for authentication.)","```markdown
{CMC} (Send a ClientHello message without the Certificate message when authentication is required.)

{CMC} (Send a Certificate message with an invalid signature algorithm that is not supported by the server.)

{CMC} (Send a CertificateVerify message that does not correspond to the Certificate message provided.)
```"
,,,,,<CMC> <1> (Clients MUST send a Certificate message containing no certificates followed by Finished if they decline to authenticate.) + <SMP> <0> (Servers MUST process the Certificate message containing no certificates and the Finished message if they are sent by the client.),"```markdown
{CMC} (Send a Certificate message containing an invalid certificate format followed by Finished.)

{CMC} (Send a Certificate message with an unexpected extension that is not permitted in the Certificate message.)

{CMC} (Send a Certificate message with more than one CertificateEntry while declaring to decline authentication.)
```"
207,Message Order for Client Responses,All of the client's messages for a given response must appear consecutively on the wire with no intervening messages of other types.,1,<CMC> <1> (Clients' messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.) + <SMP> <0> (Servers MUST process clients' messages only when they appear consecutively without intervening messages of other types.),<CMC> <1> (Clients' messages for a given response MUST appear consecutively on the wire with no intervening messages of other types.) + <SMP> <0> (Servers MUST process clients' messages only when they appear consecutively without intervening messages of other types.),"```markdown
{CMC} (Interleave the ClientHello message with an unrelated message type, such as an application data message, to violate the consecutive message requirement.)

{CMC} (Send multiple ClientHello messages with different session IDs in quick succession, creating ambiguity in the expected response.)

{CMC} (Insert a malformed message type between legitimate ClientHello messages, causing the server to misinterpret the message flow.)
```"
208,Handling Unexpected Certificate Requests,"A client that receives a CertificateRequest message without having sent the ""post_handshake_auth"" extension must send an ""unexpected_message"" fatal alert.",1,"<CMC> <1> (Clients MUST send an ""unexpected_message"" fatal alert if they receive a CertificateRequest message without having sent the ""post_handshake_auth"" extension.) + <SMP> <0> (Servers MUST not expect a CertificateRequest message if the ""post_handshake_auth"" extension was not sent by the client.)","<CMC> <1> (Clients MUST send an ""unexpected_message"" fatal alert if they receive a CertificateRequest message without having sent the ""post_handshake_auth"" extension.) + <SMP> <0> (Servers MUST not expect a CertificateRequest message if the ""post_handshake_auth"" extension was not sent by the client.)","```markdown
{CMC} (Send a ClientHello message without the ""post_handshake_auth"" extension, but include a CertificateRequest message in the handshake response.)

{CMC} (Send a ClientHello message that acknowledges a CertificateRequest but omits the ""unexpected_message"" fatal alert when it should be sent.)

{CMC} (Send a ClientHello with an invalid ""CertificateRequest"" indicating an unsupported type, violating the expected structure of the handshake.)
```"
212,Handling Unexpected KeyUpdate,"Implementations that receive a KeyUpdate message prior to receiving a Finished message must terminate the connection with an ""unexpected_message"" alert.",1,"<CMC> <1> (Clients MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.) + <SMP> <1> (Servers MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.)","<CMC> <1> (Clients MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.) + <SMP> <1> (Servers MUST terminate the connection with an ""unexpected_message"" alert if they receive a KeyUpdate message before the Finished message.)","```markdown
{CMC} (Send a KeyUpdate message before the Finished message in the ClientHello sequence.)

{CMC} (Omit the Finished message entirely from the ClientHello sequence, sending only KeyUpdate.)

{CMC} (Send a malformed KeyUpdate message with invalid syntax or unexpected values in the ClientHello sequence.)
```"
213,KeyUpdate Message Protocol,"After sending a KeyUpdate message, the sender shall use the next generation of keys. Upon receiving a KeyUpdate, the receiver must update its receiving keys.",1,<CMC> <1> (Senders SHALL use the next generation of keys after sending a KeyUpdate message.) + <SMP> <1> (Receivers MUST update their receiving keys upon receiving a KeyUpdate.),<CMC> <1> (Senders SHALL use the next generation of keys after sending a KeyUpdate message.) + <SMP> <1> (Receivers MUST update their receiving keys upon receiving a KeyUpdate.),"```markdown
{CMC} (Send a KeyUpdate message without a preceding ClientHello message, violating the required handshake order.)

{CMC} (Send a KeyUpdate message that references nonexistent key parameters, creating ambiguity in key management.)

{CMC} (Send a KeyUpdate message with an invalid key version that does not match any previously negotiated keys.)
```"
215,Response Mechanism for KeyUpdate,"If request_update is set to ""update_requested,"" the receiver must send a KeyUpdate of its own with request_update set to ""update_not_requested"" before sending its next Application Data record.",1,"<CMC> <1> (Clients MUST send a KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record if request_update is set to ""update_requested."") + <SMP> <0> (Servers MUST process the KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record.)","<CMC> <1> (Clients MUST send a KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record if request_update is set to ""update_requested."") + <SMP> <0> (Servers MUST process the KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record.)","```markdown
{CMC} (Send a KeyUpdate with request_update set to ""update_requested"" when the previous KeyUpdate was also set to ""update_requested"".)

{CMC} (Send a KeyUpdate message that omits the required ""key"" field, violating the construction of the message.)

{CMC} (Send a KeyUpdate with request_update set to ""update_not_requested"" while still including Application Data in the same message, which violates the expected sequence.)
```"
218,Encryption Requirement for KeyUpdate,Both sender and receiver must encrypt KeyUpdate messages with the old keys and ensure that a KeyUpdate with the old key is received before accepting any messages encrypted with the new key to prevent message truncation attacks.,1,<CMC> <1> (Clients MUST encrypt KeyUpdate messages with the old keys.) + <SMP> <1> (Servers MUST ensure that a KeyUpdate with the old key is received before accepting messages encrypted with the new key to prevent message truncation attacks.),<CMC> <1> (Clients MUST encrypt KeyUpdate messages with the old keys.) + <SMP> <1> (Servers MUST ensure that a KeyUpdate with the old key is received before accepting messages encrypted with the new key to prevent message truncation attacks.),"```markdown
{CMC} (Send a KeyUpdate message encrypted with the new keys instead of the old keys.)

{CMC} (Omit the required KeyUpdate message entirely before sending messages encrypted with the new keys.)

{CMC} (Send a KeyUpdate message that contains an invalid key length, violating the expected key size.)
```"
