ID,Section,Title,Content,RuleMatch,ExtractedRule,SlicedRule,classification_full_result,classification_result,MQD,CRA
65,Section: 4.2.2.. Handshake Protocol_Extensions_Cookie,Stateless Server Behavior,"  
When a server is operating statelessly, it may receive an unprotected record of type change_cipher_spec between the first and second ClientHello (see Section 5). Since the server is not storing any state, this will appear as if it were the first message received. Servers operating statelessly MUST ignore these records.  
",1,<SRV-MSG-PROC> <1> (Servers operating statelessly MUST ignore unprotected change_cipher_spec records received between the first and second ClientHello) + <CLI-MSG-CONST> <0> (Clients SHOULD be aware that servers operating statelessly will not process change_cipher_spec records),<SRV-MSG-PROC> <1> (Servers operating statelessly MUST ignore unprotected change_cipher_spec records received between the first and second ClientHello) + <CLI-MSG-CONST> <0> (Clients SHOULD be aware that servers operating statelessly will not process change_cipher_spec records),"{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies identified.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements or dependencies identified.,No relation to ClientHello message or its contents.
66,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,Signature Algorithms Overview,"TLS 1.3 provides two extensions for indicating which signature algorithms may be used in digital signatures. The ""signature_algorithms_cert"" extension applies to signatures in certificates, while the ""signature_algorithms"" extension applies to signatures in CertificateVerify messages. If no ""signature_algorithms_cert"" extension is present, the ""signature_algorithms"" extension also applies to signatures in certificates. Clients must send the ""signature_algorithms"" extension for the server to authenticate via a certificate; if not sent, the server must abort the handshake with a ""missing_extension"" alert.",1,"<CLI-MSG-CONST> <1> (Clients MUST send the ""signature_algorithms"" extension for server authentication via a certificate) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake with a ""missing_extension"" alert if the ""signature_algorithms"" extension is not present)  
<SRV-MSG-CONST> <0> (Servers MAY apply the ""signature_algorithms"" extension to signatures in certificates if no ""signature_algorithms_cert"" extension is present) + <CLI-MSG-PROC> <0> (Clients MUST understand that if ""signature_algorithms_cert"" is absent, ""signature_algorithms"" applies to certificate signatures)","<CLI-MSG-CONST> <1> (Clients MUST send the ""signature_algorithms"" extension for server authentication via a certificate) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake with a ""missing_extension"" alert if the ""signature_algorithms"" extension is not present)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'Directly relates to ClientHello through the ""signature_algorithms"" extension.'}",1,No specific message ordering or dependencies required.,"Directly relates to ClientHello through the ""signature_algorithms"" extension."
71,Section: 4.2.3.. Handshake Protocol_Extensions_Signature Algorithms,TLS 1.2 Compatibility,"In TLS 1.2, this extension is defined differently, allowing clients to omit it. TLS 1.2's extension contained hash/signature pairs encoded in two octets, and implementations must accept signatures from any curve advertised in the ""supported_groups"" extension. RSASSA-PSS is mandatory in TLS 1.3, and implementations must accept it even when negotiating TLS 1.2.",1,"<CLI-MSG-CONST> <1> (Clients MUST include the ""signature_algorithms"" extension in TLS 1.3) + <SRV-MSG-PROC> <0> (Servers MUST accept the ""signature_algorithms"" extension even if negotiating with TLS 1.2)  
<SRV-MSG-PROC> <1> (Servers MUST accept RSASSA-PSS signatures during TLS 1.3 negotiations) + <CLI-MSG-PROC> <0> (Clients MUST provide RSASSA-PSS signatures when negotiating TLS 1.3)","<CLI-MSG-CONST> <1> (Clients MUST include the ""signature_algorithms"" extension in TLS 1.3) + <SRV-MSG-PROC> <0> (Servers MUST accept the ""signature_algorithms"" extension even if negotiating with TLS 1.2)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'Directly relates to ClientHello through the inclusion of the ""signature_algorithms"" extension.'}",1,No specific message ordering or dependencies required.,"Directly relates to ClientHello through the inclusion of the ""signature_algorithms"" extension."
79,Section: 4.2.5.. Handshake Protocol_Extensions_OID Filters,Certificate Extension Matching Rules,"PKIX RFCs define a variety of certificate extension OIDs and their corresponding value types. Depending on the type, matching certificate extension values are not necessarily bitwise-equal. It is expected that TLS implementations will rely on their PKI libraries to perform certificate selection using certificate extension OIDs. This document defines matching rules for two standard certificate extensions defined in [RFC5280]:
- The Key Usage extension in a certificate matches the request when all key usage bits asserted in the request are also asserted in the Key Usage certificate extension.
- The Extended Key Usage extension in a certificate matches the request when all key purpose OIDs present in the request are also found in the Extended Key Usage certificate extension. The special anyExtendedKeyUsage OID MUST NOT be used in the request. 
Separate specifications may define matching rules for other certificate extensions.",1,"<SRV-MSG-PROC> <1> (Servers MUST rely on their PKI libraries to perform certificate selection using certificate extension OIDs) + <CLI-MSG-CONST> <1> (Clients MUST ensure that all key usage bits asserted in the request are also asserted in the Key Usage certificate extension for a match)
<SRV-MSG-PROC> <1> (Servers MUST verify that all key purpose OIDs present in the request are found in the Extended Key Usage certificate extension for a match) + <CLI-MSG-CONST> <1> (Clients MUST NOT use the special anyExtendedKeyUsage OID in the request)",<SRV-MSG-PROC> <1> (Servers MUST rely on their PKI libraries to perform certificate selection using certificate extension OIDs) + <CLI-MSG-CONST> <1> (Clients MUST ensure that all key usage bits asserted in the request are also asserted in the Key Usage certificate extension for a match),"{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering or dependencies required.,No relation to ClientHello message or its contents.
,Section: 4.2.5.. Handshake Protocol_Extensions_OID Filters,Certificate Extension Matching Rules,"PKIX RFCs define a variety of certificate extension OIDs and their corresponding value types. Depending on the type, matching certificate extension values are not necessarily bitwise-equal. It is expected that TLS implementations will rely on their PKI libraries to perform certificate selection using certificate extension OIDs. This document defines matching rules for two standard certificate extensions defined in [RFC5280]:
- The Key Usage extension in a certificate matches the request when all key usage bits asserted in the request are also asserted in the Key Usage certificate extension.
- The Extended Key Usage extension in a certificate matches the request when all key purpose OIDs present in the request are also found in the Extended Key Usage certificate extension. The special anyExtendedKeyUsage OID MUST NOT be used in the request. 
Separate specifications may define matching rules for other certificate extensions.",,,<SRV-MSG-PROC> <1> (Servers MUST verify that all key purpose OIDs present in the request are found in the Extended Key Usage certificate extension for a match) + <CLI-MSG-CONST> <1> (Clients MUST NOT use the special anyExtendedKeyUsage OID in the request),"{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies present.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements or dependencies present.,No relation to ClientHello message or its contents.
80,Section: 4.2.6.. Handshake Protocol_Extensions_Post-Handshake Client Authentication,Post-Handshake Authentication Extension,"The ""post_handshake_auth"" extension is used to indicate that a client is willing to perform post-handshake authentication (Section 4.6.2). Servers MUST NOT send a post-handshake CertificateRequest to clients which do not offer this extension. Servers MUST NOT send this extension.",1,"<CLI-MSG-CONST> <1> (Clients MUST include the ""post_handshake_auth"" extension to indicate willingness for post-handshake authentication) + <SRV-MSG-PROC> <1> (Servers MUST NOT send a CertificateRequest to clients that do not offer the ""post_handshake_auth"" extension)  
<SRV-MSG-CONST> <1> (Servers MUST NOT send the ""post_handshake_auth"" extension)","<CLI-MSG-CONST> <1> (Clients MUST include the ""post_handshake_auth"" extension to indicate willingness for post-handshake authentication) + <SRV-MSG-PROC> <1> (Servers MUST NOT send a CertificateRequest to clients that do not offer the ""post_handshake_auth"" extension)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required; the rule does not indicate a temporal relationship with respect to the ClientHello message.', 'CRA': 'Directly relates to ClientHello through the requirement to include the ""post_handshake_auth"" extension.'}",1,No specific message ordering or dependencies required; the rule does not indicate a temporal relationship with respect to the ClientHello message.,"Directly relates to ClientHello through the requirement to include the ""post_handshake_auth"" extension."
99,Section: 4.2.9.. Handshake Protocol_Extensions_Pre-Shared Key Exchange Modes,PSK Key Exchange Modes Extension,"In order to use PSKs, clients MUST also send a ""psk_key_exchange_modes"" extension. The semantics of this extension are that the client only supports the use of PSKs with these modes, which restricts both the use of PSKs offered in this ClientHello and those which the server might supply via NewSessionTicket. A client MUST provide a ""psk_key_exchange_modes"" extension if it offers a ""pre_shared_key"" extension. If clients offer ""pre_shared_key"" without a ""psk_key_exchange_modes"" extension, servers MUST abort the handshake. Servers MUST NOT select a key exchange mode that is not listed by the client. This extension also restricts the modes for use with PSK resumption. Servers SHOULD NOT send NewSessionTicket with tickets that are not compatible with the advertised modes; however, if a server does so, the impact will just be that the client's attempts at resumption fail. The server MUST NOT send a ""psk_key_exchange_modes"" extension.",1,"<CLI-MSG-CONST> <1> (Clients MUST send a ""psk_key_exchange_modes"" extension if they offer a ""pre_shared_key"" extension) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake if ""pre_shared_key"" is offered without a ""psk_key_exchange_modes"" extension)  
<CLI-MSG-CONST> <1> (Clients MUST restrict PSK usage to modes listed in the ""psk_key_exchange_modes"" extension) + <SRV-MSG-PROC> <1> (Servers MUST NOT select a key exchange mode not listed by the client)  
<SRV-MSG-PROC> <0> (Servers SHOULD NOT send NewSessionTicket with incompatible tickets, but if they do, only resumption attempts will fail) + <SRV-MSG-CONST> <0> (Servers MUST NOT send a ""psk_key_exchange_modes"" extension)","<CLI-MSG-CONST> <1> (Clients MUST send a ""psk_key_exchange_modes"" extension if they offer a ""pre_shared_key"" extension) + <SRV-MSG-PROC> <1> (Servers MUST abort the handshake if ""pre_shared_key"" is offered without a ""psk_key_exchange_modes"" extension)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'Directly relates to ClientHello through the ""pre_shared_key"" extension, as it must be included in the ClientHello.'}",1,No specific message ordering or dependencies required.,"Directly relates to ClientHello through the ""pre_shared_key"" extension, as it must be included in the ClientHello."
,Section: 4.2.9.. Handshake Protocol_Extensions_Pre-Shared Key Exchange Modes,PSK Key Exchange Modes Extension,"In order to use PSKs, clients MUST also send a ""psk_key_exchange_modes"" extension. The semantics of this extension are that the client only supports the use of PSKs with these modes, which restricts both the use of PSKs offered in this ClientHello and those which the server might supply via NewSessionTicket. A client MUST provide a ""psk_key_exchange_modes"" extension if it offers a ""pre_shared_key"" extension. If clients offer ""pre_shared_key"" without a ""psk_key_exchange_modes"" extension, servers MUST abort the handshake. Servers MUST NOT select a key exchange mode that is not listed by the client. This extension also restricts the modes for use with PSK resumption. Servers SHOULD NOT send NewSessionTicket with tickets that are not compatible with the advertised modes; however, if a server does so, the impact will just be that the client's attempts at resumption fail. The server MUST NOT send a ""psk_key_exchange_modes"" extension.",,,"<CLI-MSG-CONST> <1> (Clients MUST restrict PSK usage to modes listed in the ""psk_key_exchange_modes"" extension) + <SRV-MSG-PROC> <1> (Servers MUST NOT select a key exchange mode not listed by the client)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'Relates to ClientHello through the ""psk_key_exchange_modes"" extension mentioned in the rule text.'}",1,No specific message ordering or dependencies required.,"Relates to ClientHello through the ""psk_key_exchange_modes"" extension mentioned in the rule text."
103,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Early Data Use with PSK,"When a PSK is used and early data is allowed for that PSK, the client can send Application Data in its first flight of messages. If the client opts to do so, it MUST supply both the ""pre_shared_key"" and ""early_data"" extensions. The ""extension_data"" field of this extension contains an ""EarlyDataIndication"" value.",1,"<CLI-MSG-CONST> <1> (Clients MUST supply both ""pre_shared_key"" and ""early_data"" extensions when using early data with a PSK) + <SRV-MSG-PROC> <1> (Servers MUST verify the presence of both ""pre_shared_key"" and ""early_data"" extensions in the client's first flight of messages)  
<CLI-MSG-CONST> <1> (Clients MUST include ""EarlyDataIndication"" value in the ""extension_data"" field of the ""early_data"" extension) + <SRV-MSG-PROC> <0> (Servers MAY inspect the ""EarlyDataIndication"" value for compliance with protocol requirements)","<CLI-MSG-CONST> <1> (Clients MUST supply both ""pre_shared_key"" and ""early_data"" extensions when using early data with a PSK) + <SRV-MSG-PROC> <1> (Servers MUST verify the presence of both ""pre_shared_key"" and ""early_data"" extensions in the client's first flight of messages)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required; the statement does not indicate that the ClientHello must follow another specific message.', 'CRA': 'Directly relates to ClientHello through the requirement for ""pre_shared_key"" and ""early_data"" extensions, which must be included in the ClientHello.'}",1,No specific message ordering or dependencies required; the statement does not indicate that the ClientHello must follow another specific message.,"Directly relates to ClientHello through the requirement for ""pre_shared_key"" and ""early_data"" extensions, which must be included in the ClientHello."
,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Early Data Use with PSK,"When a PSK is used and early data is allowed for that PSK, the client can send Application Data in its first flight of messages. If the client opts to do so, it MUST supply both the ""pre_shared_key"" and ""early_data"" extensions. The ""extension_data"" field of this extension contains an ""EarlyDataIndication"" value.",,,"<CLI-MSG-CONST> <1> (Clients MUST include ""EarlyDataIndication"" value in the ""extension_data"" field of the ""early_data"" extension) + <SRV-MSG-PROC> <0> (Servers MAY inspect the ""EarlyDataIndication"" value for compliance with protocol requirements)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'Directly relates to ClientHello through the ""early_data"" extension and the requirement to include ""EarlyDataIndication.""'}",1,No specific message ordering or dependencies required.,"Directly relates to ClientHello through the ""early_data"" extension and the requirement to include ""EarlyDataIndication."""
105,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Parameters for 0-RTT Data,"The parameters for the 0-RTT data (version, symmetric cipher suite, Application-Layer Protocol Negotiation (ALPN) protocol, etc.) are those associated with the PSK in use. For externally provisioned PSKs, the associated values are those provisioned along with the key. For PSKs established via a NewSessionTicket message, the associated values are those which were negotiated in the connection which established the PSK. The PSK used to encrypt the early data MUST be the first PSK listed in the client's ""pre_shared_key"" extension.",1,"<CLI-MSG-CONST> <1> (Clients MUST use the first PSK listed in the ""pre_shared_key"" extension to encrypt early data) + <SRV-MSG-PROC> <1> (Servers MUST verify that the PSK used for early data is the first PSK in the client's ""pre_shared_key"" extension)  
<CLI-MSG-CONST> <1> (Parameters for 0-RTT data are those associated with the PSK in use, including version, cipher suite, and ALPN protocol) + <SRV-MSG-PROC> <0> (Servers MUST accept parameters associated with the PSK as provisioned or negotiated)","<CLI-MSG-CONST> <1> (Clients MUST use the first PSK listed in the ""pre_shared_key"" extension to encrypt early data) + <SRV-MSG-PROC> <1> (Servers MUST verify that the PSK used for early data is the first PSK in the client's ""pre_shared_key"" extension)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements; no message queue dependency indicated.', 'CRA': 'No relation to ClientHello message or its contents; focused on PSK usage.'}",0,No specific message ordering requirements; no message queue dependency indicated.,No relation to ClientHello message or its contents; focused on PSK usage.
,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Parameters for 0-RTT Data,"The parameters for the 0-RTT data (version, symmetric cipher suite, Application-Layer Protocol Negotiation (ALPN) protocol, etc.) are those associated with the PSK in use. For externally provisioned PSKs, the associated values are those provisioned along with the key. For PSKs established via a NewSessionTicket message, the associated values are those which were negotiated in the connection which established the PSK. The PSK used to encrypt the early data MUST be the first PSK listed in the client's ""pre_shared_key"" extension.",,,"<CLI-MSG-CONST> <1> (Parameters for 0-RTT data are those associated with the PSK in use, including version, cipher suite, and ALPN protocol) + <SRV-MSG-PROC> <0> (Servers MUST accept parameters associated with the PSK as provisioned or negotiated)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements identified.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements identified.,No relation to ClientHello message or its contents.
108,Section: 4.2.10.. Handshake Protocol_Extensions_Early Data Indication,Server Response Options,"A server which receives an ""early_data"" extension MUST behave in one of three ways:
- Ignore the extension and return a regular 1-RTT response.
- Request the client to send another ClientHello by responding with a HelloRetryRequest.
- Return its own ""early_data"" extension in EncryptedExtensions, indicating it intends to process the early data.",1,"<SRV-MSG-PROC> <1> (Servers MUST choose one of three behaviors upon receiving an ""early_data"" extension: ignore it and return a regular 1-RTT response, request a new ClientHello via HelloRetryRequest, or return their own ""early_data"" extension in EncryptedExtensions) + <CLI-MSG-CONST> <0> (Clients MAY expect one of these three server responses when including an ""early_data"" extension)","<SRV-MSG-PROC> <1> (Servers MUST choose one of three behaviors upon receiving an ""early_data"" extension: ignore it and return a regular 1-RTT response, request a new ClientHello via HelloRetryRequest, or return their own ""early_data"" extension in EncryptedExtensions) + <CLI-MSG-CONST> <0> (Clients MAY expect one of these three server responses when including an ""early_data"" extension)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies indicated.', 'CRA': 'No relation to ClientHello message or its contents; the analysis focuses on server behavior regarding the ""early_data"" extension rather than the ClientHello itself.'}",0,No specific message ordering requirements or dependencies indicated.,"No relation to ClientHello message or its contents; the analysis focuses on server behavior regarding the ""early_data"" extension rather than the ClientHello itself."
116,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Obfuscated Ticket Age Description,"obfuscated_ticket_age:  An obfuscated version of the age of the key. Section 4.2.11.1 describes how to form this value for identities established via the NewSessionTicket message. For identities established externally, an obfuscated_ticket_age of 0 SHOULD be used, and servers MUST ignore the value.",1,"<CLI-MSG-CONST> <1> (For identities established externally, clients SHOULD set the obfuscated_ticket_age to 0) + <SRV-MSG-PROC> <1> (Servers MUST ignore the obfuscated_ticket_age value when it is 0)  
<CLI-MSG-CONST> <0> (For identities established via NewSessionTicket, clients MUST follow the instructions in Section 4.2.11.1 to form the obfuscated_ticket_age) + <SRV-MSG-PROC> <0> (Servers MUST process obfuscated_ticket_age according to Section 4.2.11.1 for identities established via NewSessionTicket)","<CLI-MSG-CONST> <1> (For identities established externally, clients SHOULD set the obfuscated_ticket_age to 0) + <SRV-MSG-PROC> <1> (Servers MUST ignore the obfuscated_ticket_age value when it is 0)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies indicated.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements or dependencies indicated.,No relation to ClientHello message or its contents.
,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Obfuscated Ticket Age Description,"obfuscated_ticket_age:  An obfuscated version of the age of the key. Section 4.2.11.1 describes how to form this value for identities established via the NewSessionTicket message. For identities established externally, an obfuscated_ticket_age of 0 SHOULD be used, and servers MUST ignore the value.",,,"<CLI-MSG-CONST> <0> (For identities established via NewSessionTicket, clients MUST follow the instructions in Section 4.2.11.1 to form the obfuscated_ticket_age) + <SRV-MSG-PROC> <0> (Servers MUST process obfuscated_ticket_age according to Section 4.2.11.1 for identities established via NewSessionTicket)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements or dependencies indicated.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements or dependencies indicated.,No relation to ClientHello message or its contents.
,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,PSK Hash Algorithm Requirements,"Each PSK is associated with a single Hash algorithm. For PSKs established via the ticket mechanism (Section 4.6.1), this is the KDF Hash algorithm on the connection where the ticket was established. For externally established PSKs, the Hash algorithm MUST be set when the PSK is established or default to SHA-256 if no such algorithm is defined. The server MUST ensure that it selects a compatible PSK (if any) and cipher suite.",,,<CLI-MSG-CONST> <1> (Clients MUST ensure that the Hash algorithm is set when establishing externally defined PSKs) + <SRV-MSG-PROC> <0> (Servers MUST verify the Hash algorithm compatibility when selecting a PSK),"{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering or dependencies required.,No relation to ClientHello message or its contents.
126,Section: 4.2.11.. Handshake Protocol_Extensions_Pre-Shared Key Extension,Extension Position Requirement,"The ""pre_shared_key"" extension MUST be the last extension in the ClientHello. Servers MUST check that it is the last extension and otherwise fail the handshake with an ""illegal_parameter"" alert.",1,"<CLI-MSG-CONST> <1> (Clients MUST place the ""pre_shared_key"" extension as the last extension in the ClientHello) + <SRV-MSG-PROC> <1> (Servers MUST verify that the ""pre_shared_key"" extension is the last extension in ClientHello and fail the handshake with an ""illegal_parameter"" alert if it is not)","<CLI-MSG-CONST> <1> (Clients MUST place the ""pre_shared_key"" extension as the last extension in the ClientHello) + <SRV-MSG-PROC> <1> (Servers MUST verify that the ""pre_shared_key"" extension is the last extension in ClientHello and fail the handshake with an ""illegal_parameter"" alert if it is not)","{'classification_result': '1', 'MQD': 'No specific message ordering or dependencies required beyond the placement of the extension.', 'CRA': 'Directly relates to ClientHello through the requirement for the ""pre_shared_key"" extension.'}",1,No specific message ordering or dependencies required beyond the placement of the extension.,"Directly relates to ClientHello through the requirement for the ""pre_shared_key"" extension."
,Section: 4.4.2.. Handshake Protocol_Authentication Messages_Certificate,Certificate Message Purpose,"This message conveys the endpoint's certificate chain to the peer. The server MUST send a Certificate message whenever the agreed-upon key exchange method uses certificates for authentication (this includes all key exchange methods defined in this document except PSK). The client MUST send a Certificate message if and only if the server has requested client authentication via a CertificateRequest message (Section 4.3.2). If the server requests client authentication but no suitable certificate is available, the client MUST send a Certificate message containing no certificates (i.e., with the ""certificate_list"" field having length 0). A Finished message MUST be sent regardless of whether the Certificate message is empty.",,,"<CLI-MSG-CONST><1>(Clients MUST send an empty Certificate message if no suitable certificate is available when client authentication is requested) + <SRV-MSG-PROC><1>(Servers MUST accept an empty Certificate message with a ""certificate_list"" field of length 0)","{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering or dependencies required.,No relation to ClientHello message or its contents.
,Section: 4.4.2.1.. Handshake Protocol_Authentication Messages_Certificate_OCSP Status and SCT Extensions,Deprecated Status Request v2,"The status_request_v2 extension (RFC6961) is deprecated. TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages. TLS 1.3 servers MUST be able to process ClientHello messages that include it, as it MAY be sent by clients that wish to use it in earlier protocol versions.",,,<SRV-MSG-PROC> <0> (Servers MUST be able to process ClientHello messages that include the deprecated status_request_v2 extension) + <CLI-MSG-CONST> <0> (Clients MAY send the status_request_v2 extension in ClientHello messages for earlier protocol versions),"{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents, as the statement is about optional behavior for earlier protocol versions.'}",0,No specific message ordering or dependencies required.,"No relation to ClientHello message or its contents, as the statement is about optional behavior for earlier protocol versions."
166,Section: 4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection,Client Certificate Rules,"The following rules apply to certificates sent by the client:

- The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).
- If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.
- The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.
- If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.",1,"<CLI-MSG-CONST> <1> (Clients MUST use X.509v3 certificates unless negotiated otherwise) + <SRV-MSG-PROC> <1> (Servers MUST verify that the certificate type is X.509v3 or as negotiated)

<CLI-MSG-CONST> <0> (Clients SHOULD include at least one certificate issued by a CA listed in the ""certificate_authorities"" extension if present) + <SRV-MSG-PROC> <0> (Servers SHOULD check that at least one certificate in the chain is from the listed CAs)

<CLI-MSG-CONST> <1> (Clients MUST sign certificates using an acceptable signature algorithm) + <SRV-MSG-PROC> <1> (Servers MUST verify that the certificate's signature algorithm is acceptable)

<CLI-MSG-CONST> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs specified in the ""oid_filters"" extension, if present) + <SRV-MSG-PROC> <1> (Servers MUST verify the end-entity certificate against the recognized OIDs in the ""oid_filters"" extension)",<CLI-MSG-CONST> <1> (Clients MUST use X.509v3 certificates unless negotiated otherwise) + <SRV-MSG-PROC> <1> (Servers MUST verify that the certificate type is X.509v3 or as negotiated),"{'classification_result': '0', 'MQD': 'No specific message ordering requirements are mentioned.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements are mentioned.,No relation to ClientHello message or its contents.
,Section: 4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection,Client Certificate Rules,"The following rules apply to certificates sent by the client:

- The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).
- If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.
- The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.
- If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.",,,<CLI-MSG-CONST> <1> (Clients MUST sign certificates using an acceptable signature algorithm) + <SRV-MSG-PROC> <1> (Servers MUST verify that the certificate's signature algorithm is acceptable),"{'classification_result': '0', 'MQD': 'No specific message ordering requirements mentioned.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering requirements mentioned.,No relation to ClientHello message or its contents.
,Section: 4.4.2.3.. Handshake Protocol_Authentication Messages_Certificate_Client Certificate Selection,Client Certificate Rules,"The following rules apply to certificates sent by the client:

- The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).
- If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.
- The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.
- If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.",,,"<CLI-MSG-CONST> <1> (Clients MUST ensure that the end-entity certificate matches the OIDs specified in the ""oid_filters"" extension, if present) + <SRV-MSG-PROC> <1> (Servers MUST verify the end-entity certificate against the recognized OIDs in the ""oid_filters"" extension)","{'classification_result': '0', 'MQD': 'No specific message ordering requirements; no dependencies on the sequence of messages.', 'CRA': 'No relation to ClientHello message or its contents; focuses on certificate validation.'}",0,No specific message ordering requirements; no dependencies on the sequence of messages.,No relation to ClientHello message or its contents; focuses on certificate validation.
,Section: 4.4.3.. Handshake Protocol_Authentication Messages_Certificate Verify,Signature Algorithm Requirements,"If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's ""signature_algorithms"" extension unless no valid certificate chain can be produced without unsupported algorithms (see Section 4.2.3). If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message. The signature algorithm MUST also be compatible with the key in the sender's end-entity certificate.",,,"<CLI-MSG-CONST> <1> (Clients MUST use a signature algorithm that is present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message for the CertificateVerify message) + <SRV-MSG-PROC> <1> (Servers MUST verify that the signature algorithm used in the CertificateVerify message is compatible with the key in the sender's end-entity certificate)","{'classification_result': '0', 'MQD': 'No specific message ordering or dependencies required.', 'CRA': 'No relation to ClientHello message or its contents.'}",0,No specific message ordering or dependencies required.,No relation to ClientHello message or its contents.
