text,sr,rule,strategy,action_sequence
"legacy_record_version: MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest), where it MAY also be 0x0301 for compatibility purposes.
This field is deprecated and MUST be ignored for all purposes.
Previous versions of TLS would use other values in this field under some circumstances.","{'protocol': 'TLS 1.3', 'content': 'The legacy_record_version field MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest). This field MAY also be set to 0x0301 for compatibility purposes.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""For all records generated by a TLS 1.3 server implementation, except an initial ClientHello not generated after a HelloRetryRequest, the server MUST set the legacy_record_version field to 0x0303. Optionally, the field MAY be set to 0x0301 for compatibility purposes.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST accept the legacy_record_version field set to either 0x0303 or 0x0301 on records other than the initial ClientHello.""
        }
    }
}","{
    ""rule_violation"": ""The server sets the legacy_record_version field to a value other than 0x0303 or 0x0301 for records generated by a TLS 1.3 server implementation."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0200"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0000"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0400"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to 0x0302"",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x02, 0x00]
        }
    ]
}"
"legacy_record_version: MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest), where it MAY also be 0x0301 for compatibility purposes.
This field is deprecated and MUST be ignored for all purposes.
Previous versions of TLS would use other values in this field under some circumstances.","{'protocol': 'TLS 1.3', 'content': 'The legacy_record_version field MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest). This field MAY also be set to 0x0301 for compatibility purposes.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""For all records generated by a TLS 1.3 server implementation, except an initial ClientHello not generated after a HelloRetryRequest, the server MUST set the legacy_record_version field to 0x0303. Optionally, the field MAY be set to 0x0301 for compatibility purposes.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST accept the legacy_record_version field set to either 0x0303 or 0x0301 on records other than the initial ClientHello.""
        }
    }
}","{
    ""rule_violation"": ""The server sets the legacy_record_version field to a value other than 0x0303 or 0x0301 for records generated by a TLS 1.3 server implementation."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0200"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0000"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0400"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to 0x0302"",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x00, 0x00]
        }
    ]
}"
"legacy_record_version: MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest), where it MAY also be 0x0301 for compatibility purposes.
This field is deprecated and MUST be ignored for all purposes.
Previous versions of TLS would use other values in this field under some circumstances.","{'protocol': 'TLS 1.3', 'content': 'The legacy_record_version field MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest). This field MAY also be set to 0x0301 for compatibility purposes.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""For all records generated by a TLS 1.3 server implementation, except an initial ClientHello not generated after a HelloRetryRequest, the server MUST set the legacy_record_version field to 0x0303. Optionally, the field MAY be set to 0x0301 for compatibility purposes.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST accept the legacy_record_version field set to either 0x0303 or 0x0301 on records other than the initial ClientHello.""
        }
    }
}","{
    ""rule_violation"": ""The server sets the legacy_record_version field to a value other than 0x0303 or 0x0301 for records generated by a TLS 1.3 server implementation."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0200"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0000"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0400"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to 0x0302"",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x04, 0x00]
        }
    ]
}"
"legacy_record_version: MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest), where it MAY also be 0x0301 for compatibility purposes.
This field is deprecated and MUST be ignored for all purposes.
Previous versions of TLS would use other values in this field under some circumstances.","{'protocol': 'TLS 1.3', 'content': 'The legacy_record_version field MUST be set to 0x0303 for all records generated by a TLS 1.3 implementation other than an initial ClientHello (i.e., one not generated after a HelloRetryRequest). This field MAY also be set to 0x0301 for compatibility purposes.', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""server"",
            ""content"": ""For all records generated by a TLS 1.3 server implementation, except an initial ClientHello not generated after a HelloRetryRequest, the server MUST set the legacy_record_version field to 0x0303. Optionally, the field MAY be set to 0x0301 for compatibility purposes.""
        },
        ""processing_rule"": {
            ""role"": ""client"",
            ""content"": ""The client MUST accept the legacy_record_version field set to either 0x0303 or 0x0301 on records other than the initial ClientHello.""
        }
    }
}","{
    ""rule_violation"": ""The server sets the legacy_record_version field to a value other than 0x0303 or 0x0301 for records generated by a TLS 1.3 server implementation."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0200"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0000"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to an invalid value 0x0400"",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a TLS record with the legacy_record_version field set to 0x0302"",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x03, 0x02]
        }
    ]
}"
"length: The length (in bytes) of the following TLSCiphertext.encrypted_record, which is the sum of the lengths of the content and the padding, plus one for the inner content type, plus any expansion added by the AEAD algorithm.
The length MUST NOT exceed 2^14 + 256 bytes.
An endpoint that receives a record that exceeds this length MUST terminate the connection with a ""record_overflow"" alert.","{'protocol': 'TLS 1.3', 'content': ""The length of the TLSCiphertext.encrypted_record must not exceed 2^14 + 256 bytes. An endpoint that receives a record exceeding this length must terminate the connection with a 'record_overflow' alert."", 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.length"",
        ""construction_rule"": {
            ""role"": ""sender"",
            ""content"": ""When sending a record in TLS 1.3, the sender MUST ensure that the length of TLSCiphertext.encrypted_record does not exceed 2^14 + 256 bytes.""
        },
        ""processing_rule"": {
            ""role"": ""receiver"",
            ""content"": ""When receiving a record in TLS 1.3, the receiver MUST verify that the length of TLSCiphertext.encrypted_record does not exceed 2^14 + 256 bytes. If the length exceeds this limit, the receiver MUST terminate the connection with a 'record_overflow' alert.""
        }
    }
}","{
    ""rule_violation"": ""The sender transmits a TLSCiphertext.encrypted_record with a length exceeding the maximum limit of 2^14 + 256 bytes, violating the length restriction for TLSCiphertext records."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 257 bytes, exceeding the maximum allowed length by 1 byte."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 300 bytes, exceeding the maximum allowed length by 44 bytes."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 500 bytes, exceeding the maximum allowed length by 244 bytes."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.length""],
            ""new_value"": [0x40, 0x01]
        }
    ]
}"
"length: The length (in bytes) of the following TLSCiphertext.encrypted_record, which is the sum of the lengths of the content and the padding, plus one for the inner content type, plus any expansion added by the AEAD algorithm.
The length MUST NOT exceed 2^14 + 256 bytes.
An endpoint that receives a record that exceeds this length MUST terminate the connection with a ""record_overflow"" alert.","{'protocol': 'TLS 1.3', 'content': ""The length of the TLSCiphertext.encrypted_record must not exceed 2^14 + 256 bytes. An endpoint that receives a record exceeding this length must terminate the connection with a 'record_overflow' alert."", 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.length"",
        ""construction_rule"": {
            ""role"": ""sender"",
            ""content"": ""When sending a record in TLS 1.3, the sender MUST ensure that the length of TLSCiphertext.encrypted_record does not exceed 2^14 + 256 bytes.""
        },
        ""processing_rule"": {
            ""role"": ""receiver"",
            ""content"": ""When receiving a record in TLS 1.3, the receiver MUST verify that the length of TLSCiphertext.encrypted_record does not exceed 2^14 + 256 bytes. If the length exceeds this limit, the receiver MUST terminate the connection with a 'record_overflow' alert.""
        }
    }
}","{
    ""rule_violation"": ""The sender transmits a TLSCiphertext.encrypted_record with a length exceeding the maximum limit of 2^14 + 256 bytes, violating the length restriction for TLSCiphertext records."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 257 bytes, exceeding the maximum allowed length by 1 byte."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 300 bytes, exceeding the maximum allowed length by 44 bytes."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 500 bytes, exceeding the maximum allowed length by 244 bytes."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.length""],
            ""new_value"": [0x40, 0xFC]
        }
    ]
}"
"length: The length (in bytes) of the following TLSCiphertext.encrypted_record, which is the sum of the lengths of the content and the padding, plus one for the inner content type, plus any expansion added by the AEAD algorithm.
The length MUST NOT exceed 2^14 + 256 bytes.
An endpoint that receives a record that exceeds this length MUST terminate the connection with a ""record_overflow"" alert.","{'protocol': 'TLS 1.3', 'content': ""The length of the TLSCiphertext.encrypted_record must not exceed 2^14 + 256 bytes. An endpoint that receives a record exceeding this length must terminate the connection with a 'record_overflow' alert."", 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.length"",
        ""construction_rule"": {
            ""role"": ""sender"",
            ""content"": ""When sending a record in TLS 1.3, the sender MUST ensure that the length of TLSCiphertext.encrypted_record does not exceed 2^14 + 256 bytes.""
        },
        ""processing_rule"": {
            ""role"": ""receiver"",
            ""content"": ""When receiving a record in TLS 1.3, the receiver MUST verify that the length of TLSCiphertext.encrypted_record does not exceed 2^14 + 256 bytes. If the length exceeds this limit, the receiver MUST terminate the connection with a 'record_overflow' alert.""
        }
    }
}","{
    ""rule_violation"": ""The sender transmits a TLSCiphertext.encrypted_record with a length exceeding the maximum limit of 2^14 + 256 bytes, violating the length restriction for TLSCiphertext records."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 257 bytes, exceeding the maximum allowed length by 1 byte."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 300 bytes, exceeding the maximum allowed length by 44 bytes."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.length"",
            ""description"": ""Send a record with a TLSCiphertext.encrypted_record length of 2^14 + 500 bytes, exceeding the maximum allowed length by 244 bytes."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.length""],
            ""new_value"": [0x40, 0xF4]
        }
    ]
}"
"This document describes TLS 1.3, which uses the version 0x0304.  This
version value is historical, deriving from the use of 0x0301 for
TLS 1.0 and 0x0300 for SSL 3.0.  In order to maximize backward
compatibility, a record containing an initial ClientHello SHOULD have
version 0x0301 (reflecting TLS 1.0) and a record containing a second
ClientHello or a ServerHello MUST have version 0x0303 (reflecting
TLS 1.2).  When negotiating prior versions of TLS, endpoints follow
the procedure and requirements provided in Appendix D.","{'protocol': 'TLS 1.3', 'content': 'A record containing a second ClientHello or a ServerHello MUST have version 0x0303 (reflecting TLS 1.2).', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When sending a second ClientHello in TLS 1.3, client MUST set the tls.record.version field to 0x0303 (TLS 1.2) to ensure compatibility.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a second ClientHello or ServerHello, the server MUST verify that the tls.record.version is 0x0303. If it is not, the server MUST terminate the connection with a protocol_version alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the tls.record.version field to any value other than 0x0303 (TLS 1.2) when sending a second ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0101."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0301."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0304."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to 0x0000."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message without including the tls.record.version field."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x01, 0x01]
        }
    ]
}"
"This document describes TLS 1.3, which uses the version 0x0304.  This
version value is historical, deriving from the use of 0x0301 for
TLS 1.0 and 0x0300 for SSL 3.0.  In order to maximize backward
compatibility, a record containing an initial ClientHello SHOULD have
version 0x0301 (reflecting TLS 1.0) and a record containing a second
ClientHello or a ServerHello MUST have version 0x0303 (reflecting
TLS 1.2).  When negotiating prior versions of TLS, endpoints follow
the procedure and requirements provided in Appendix D.","{'protocol': 'TLS 1.3', 'content': 'A record containing a second ClientHello or a ServerHello MUST have version 0x0303 (reflecting TLS 1.2).', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When sending a second ClientHello in TLS 1.3, client MUST set the tls.record.version field to 0x0303 (TLS 1.2) to ensure compatibility.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a second ClientHello or ServerHello, the server MUST verify that the tls.record.version is 0x0303. If it is not, the server MUST terminate the connection with a protocol_version alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the tls.record.version field to any value other than 0x0303 (TLS 1.2) when sending a second ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0101."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0301."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0304."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to 0x0000."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message without including the tls.record.version field."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x03, 0x01]
        }
    ]
}"
"This document describes TLS 1.3, which uses the version 0x0304.  This
version value is historical, deriving from the use of 0x0301 for
TLS 1.0 and 0x0300 for SSL 3.0.  In order to maximize backward
compatibility, a record containing an initial ClientHello SHOULD have
version 0x0301 (reflecting TLS 1.0) and a record containing a second
ClientHello or a ServerHello MUST have version 0x0303 (reflecting
TLS 1.2).  When negotiating prior versions of TLS, endpoints follow
the procedure and requirements provided in Appendix D.","{'protocol': 'TLS 1.3', 'content': 'A record containing a second ClientHello or a ServerHello MUST have version 0x0303 (reflecting TLS 1.2).', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When sending a second ClientHello in TLS 1.3, client MUST set the tls.record.version field to 0x0303 (TLS 1.2) to ensure compatibility.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a second ClientHello or ServerHello, the server MUST verify that the tls.record.version is 0x0303. If it is not, the server MUST terminate the connection with a protocol_version alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the tls.record.version field to any value other than 0x0303 (TLS 1.2) when sending a second ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0101."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0301."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0304."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to 0x0000."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message without including the tls.record.version field."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x03, 0x04]
        }
    ]
}"
"This document describes TLS 1.3, which uses the version 0x0304.  This
version value is historical, deriving from the use of 0x0301 for
TLS 1.0 and 0x0300 for SSL 3.0.  In order to maximize backward
compatibility, a record containing an initial ClientHello SHOULD have
version 0x0301 (reflecting TLS 1.0) and a record containing a second
ClientHello or a ServerHello MUST have version 0x0303 (reflecting
TLS 1.2).  When negotiating prior versions of TLS, endpoints follow
the procedure and requirements provided in Appendix D.","{'protocol': 'TLS 1.3', 'content': 'A record containing a second ClientHello or a ServerHello MUST have version 0x0303 (reflecting TLS 1.2).', 'message_type': 'No Extension'}","{
    ""structured_rule"": {
        ""protocol"": ""TLS 1.3"",
        ""message"": ""No Extension"",
        ""field"": ""tls.record.version"",
        ""construction_rule"": {
            ""role"": ""client"",
            ""content"": ""When sending a second ClientHello in TLS 1.3, client MUST set the tls.record.version field to 0x0303 (TLS 1.2) to ensure compatibility.""
        },
        ""processing_rule"": {
            ""role"": ""server"",
            ""content"": ""Upon receiving a second ClientHello or ServerHello, the server MUST verify that the tls.record.version is 0x0303. If it is not, the server MUST terminate the connection with a protocol_version alert.""
        }
    }
}","{
    ""rule_violation"": ""The client sets the tls.record.version field to any value other than 0x0303 (TLS 1.2) when sending a second ClientHello message."",
    ""testing_strategies"": [
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0101."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0301."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to an invalid value 0x0304."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message with the tls.record.version field set to 0x0000."",
            ""expected_behavior"": ""Alert""
        },
        {
            ""protocol"": ""TLS 1.3"",
            ""message"": ""No Extension"",
            ""field"": ""tls.record.version"",
            ""description"": ""Send a second ClientHello message without including the tls.record.version field."",
            ""expected_behavior"": ""Alert""
        }
    ]
}","{
    ""action_sequence"": [
        {
            ""action"": ""update"",
            ""fields"": [""tls"", ""tls.record"", ""tls.record.version""],
            ""new_value"": [0x00, 0x00]
        }
    ]
}"
